city,region,n,car_mean,car_std,car_cv,savings_mean,savings_std,savings_cv
NY,Long Island,19,299.078947368421,143.02828616492212,47.82292014313279,181.4842105263158,185.94034665617866,102.455385026025
NY,Manhattan,27,151.76296296296297,11.934408823235191,7.863848062947827,93.2925925925926,20.596917729189965,22.077763257299974
NY,Brooklyn,5,157.62000000000003,37.443984830677415,23.755858920617566,88.1,41.314827846670255,46.895377805528106
NY,Queens/Bronx,5,253.27999999999997,56.13160428849329,22.161877877642645,178.18,42.8178350690457,24.03066285163638
NY,New Jersey,14,259.9785714285714,56.68412039976016,21.803381751150983,213.03571428571425,44.10352518865055,20.702409141361535
LA,Orange County,24,277.87083333333334,98.4875206359389,35.443633811611114,188.42083333333335,86.90157840747281,46.12100311314096
LA,Pasadena,3,198.29999999999998,9.62704523724699,4.854788319337867,139.73333333333332,12.435969336297578,8.899787215861817
LA,Beverly Hills/West LA,10,105.63,22.915596338641407,21.694212192219453,52.32000000000001,22.67381259907071,43.33679778109845
LA,Malibu/Santa Monica,6,216.78333333333333,69.71864647758638,32.16051963292983,122.26666666666665,101.3329495606768,82.87863922628964
