zipcode,city,is_manhattan,origin_lat,origin_lon,facility_code,facility_name,facility_type,facility_lat,facility_lon,facility_km,flight_dist_km,flight_time_min,car_to_facility_base_min,car_to_facility_dist_km,car_to_airport_base_min,car_to_airport_dist_km,speed_to_facility_normal_kmh,speed_to_facility_rush_kmh,speed_to_facility_worst_kmh,speed_to_airport_normal_kmh,speed_to_airport_rush_kmh,speed_to_airport_worst_kmh,fast_car_to_facility_min,fast_heli_total_min,fast_car_direct_min,fast_savings_min,normal_car_to_facility_min,normal_heli_total_min,normal_car_direct_min,normal_savings_min,rush_car_to_facility_min,rush_heli_total_min,rush_car_direct_min,rush_savings_min,worst_car_to_facility_min,worst_heli_total_min,worst_car_direct_min,worst_savings_min
90265,LA,False,34.07019699299227,-118.84570759713309,1CA9,CALIFORNIA,HELIPORT,34.0836,-118.863202777778,2.1948825619305983,44.78524121198566,13.435572363595696,1.9849999999999999,1.7083,58.70333333333333,70.7105,51.6,30.7,11.0,72.3,43.0,15.4,2.0,35.4,58.7,23.3,2.5,35.9,73.4,37.5,3.3,36.8,98.6,61.9,9.3,42.7,274.7,232.0
91361,LA,False,34.14015067119179,-118.88398771067624,96CL,CALIFORNIA,HELIPORT,34.1576944444444,-118.91775,3.6685659710998086,52.69976082629135,15.809928247887406,6.5183333333333335,4.3523000000000005,58.67333333333333,69.5825,40.1,23.8,8.6,71.2,42.4,15.2,6.5,42.3,58.7,16.3,8.1,44.0,73.3,29.4,11.0,46.8,98.6,51.8,30.5,66.3,274.6,208.3
92694,LA,False,33.51501347334939,-117.58063148159856,CA55,CALIFORNIA,HELIPORT,33.5608,-117.666152777778,9.420631044309788,80.66416165416362,24.199248496249087,13.406666666666666,13.7608,79.91000000000001,103.0446,61.6,36.7,13.2,77.4,46.1,16.5,13.4,57.6,79.9,22.3,16.8,61.0,99.9,38.9,22.5,66.7,134.2,67.5,62.7,106.9,374.0,267.0
92677,LA,False,33.52780904470872,-117.70522729194614,1CA3,CALIFORNIA,HELIPORT,33.5614027777778,-117.715336111111,3.8511409142012716,76.79745425018602,23.039236275055806,8.488333333333333,5.7141,73.73833333333333,92.1662,40.4,24.0,8.6,75.0,44.6,16.0,8.5,51.5,73.7,22.2,10.6,53.6,92.2,38.5,14.3,57.3,123.9,66.6,39.7,82.8,345.1,262.3
92861,LA,False,33.81806055837619,-117.8102210983536,CL55,CALIFORNIA,HELIPORT,33.8284722222222,-117.790583333333,2.1520087572967155,58.395294090655206,17.51858822719656,4.083333333333333,2.865,54.71,64.399,42.1,25.1,9.0,70.6,42.0,15.1,4.1,41.6,54.7,13.1,5.1,42.6,68.4,25.8,6.9,44.4,91.9,47.5,19.1,56.6,256.0,199.4
90803,LA,False,33.75466922819053,-118.13220270023294,CL07,CALIFORNIA,HELIPORT,33.7491222222222,-118.190144444444,5.392289715963195,29.453721811418355,8.836116543425506,15.063333333333333,8.9843,39.358333333333334,41.0051,35.8,21.3,7.6,62.5,37.2,13.4,15.1,43.9,39.4,-4.5,18.8,47.7,49.2,1.5,25.3,54.1,66.1,12.0,70.5,99.3,184.2,84.9
90274,LA,False,33.7776953152888,-118.37230179880414,TOA,CALIFORNIA,AIRPORT,33.8033828611111,-118.339607638889,4.157756291978111,16.711636089549447,5.013490826864834,9.093333333333334,7.2686,27.321666666666665,25.9215,48.0,28.5,10.2,56.9,33.9,12.2,9.1,34.1,27.3,-6.8,11.4,36.4,34.2,-2.2,15.3,40.3,45.9,5.6,42.6,67.6,127.9,60.3
92660,LA,False,33.63379300925121,-117.8750507272244,3CA1,CALIFORNIA,HELIPORT,33.6231472222222,-117.880227777778,1.277118609633679,60.34093148762461,18.102279446287383,2.316666666666667,1.6795,55.385,70.0368,43.5,25.9,9.3,75.9,45.2,16.2,2.3,40.4,55.4,15.0,2.9,41.0,69.2,28.2,3.9,42.0,93.0,51.1,10.8,48.9,259.2,210.3
90266,LA,False,33.89161452251861,-118.403325620108,CL03,CALIFORNIA,HELIPORT,33.9168888888889,-118.394888888889,2.9162445757121,3.09770166329451,0.9293104989883529,5.6883333333333335,4.038,11.286666666666667,7.9408,42.6,25.4,9.1,42.2,25.1,9.0,5.7,26.6,11.3,-15.3,7.1,28.0,14.1,-13.9,9.6,30.5,19.0,-11.5,26.6,47.6,52.8,5.3
90275,LA,False,33.75155148210582,-118.3670532752968,TOA,CALIFORNIA,AIRPORT,33.8033828611111,-118.339607638889,6.296932647533904,16.711636089549447,5.013490826864834,24.23166666666667,18.9181,40.458333333333336,30.9471,46.8,27.9,10.0,45.9,27.3,9.8,24.2,49.2,40.5,-8.8,30.3,55.3,50.6,-4.7,40.7,65.7,68.0,2.2,113.4,138.4,189.3,50.9
92620,LA,False,33.706602067376224,-117.75694813085364,57CA,CALIFORNIA,HELIPORT,33.7655333333333,-117.744125,6.659276720510387,64.3935220008156,19.318056600244677,17.646666666666665,13.7971,61.51833333333333,73.1544,46.9,27.9,10.0,71.3,42.5,15.2,17.6,57.0,61.5,4.6,22.1,61.4,76.9,15.5,29.6,69.0,103.4,34.4,82.6,121.9,287.9,166.0
90064,LA,False,34.035820377515456,-118.42649926479282,3CL7,CALIFORNIA,HELIPORT,34.036375,-118.443830555556,1.598192155885902,10.945893617096216,3.2837680851288646,3.99,2.1298000000000004,16.115,13.7533,32.0,19.1,6.8,51.2,30.5,10.9,4.0,27.3,16.1,-11.2,5.0,28.3,20.1,-8.1,6.7,30.0,27.1,-2.9,18.7,42.0,75.4,33.5
90402,LA,False,34.03496489686088,-118.5046648156286,0CA2,CALIFORNIA,HELIPORT,34.0497222222222,-118.456111111111,4.76513308611451,12.717622362227907,3.815286708668372,10.523333333333333,6.5746,21.461666666666666,16.3078,37.5,22.3,8.0,45.6,27.1,9.7,10.5,34.3,21.5,-12.9,13.2,37.0,26.8,-10.1,17.7,41.5,36.1,-5.4,49.2,73.1,100.4,27.4
90210,LA,False,34.10251109811895,-118.41507460054083,60L,CALIFORNIA,HELIPORT,34.1267888888889,-118.406488888889,2.812898545073012,20.492527248434584,6.147758174530375,10.316666666666666,6.5021,29.101666666666667,23.5556,37.8,22.5,8.1,48.6,28.9,10.4,10.3,36.5,29.1,-7.4,12.9,39.0,36.4,-2.7,17.3,43.5,48.9,5.4,48.3,74.4,136.2,61.8
92673,LA,False,33.46607136229712,-117.61205590261424,CA87,CALIFORNIA,HELIPORT,33.3794722222222,-117.559777777778,10.782602990391053,100.41738410831991,30.12521523249597,20.15666666666667,14.782,82.67833333333333,107.5529,44.0,26.2,9.4,78.1,46.5,16.7,20.2,70.3,82.7,12.4,25.2,75.3,103.3,28.0,33.9,84.0,138.9,54.9,94.3,144.5,386.9,242.5
90272,LA,False,34.07936146461084,-118.5444964478431,61L,CALIFORNIA,HELIPORT,34.1307805555556,-118.490522222222,7.575328684360985,22.27083937223236,6.681251811669708,36.515,27.7858,37.39666666666667,28.045,45.7,27.2,9.8,45.0,26.8,9.6,36.5,63.2,37.4,-25.8,45.6,72.3,46.7,-25.6,61.3,88.0,62.8,-25.2,170.9,197.6,175.0,-22.6
91362,LA,False,34.19243488202666,-118.81948783665872,CL82,CALIFORNIA,HELIPORT,34.2069444444444,-118.883055555556,6.064706283263296,52.70930491911667,15.812791475735002,13.415,11.334100000000001,56.53,67.98710000000001,50.7,30.2,10.8,72.2,43.0,15.4,13.4,49.2,56.5,7.3,16.8,52.6,70.7,18.1,22.5,58.3,95.0,36.6,62.8,98.6,264.6,166.0
90069,LA,False,34.09395380319442,-118.38153056612224,CL90,CALIFORNIA,HELIPORT,34.0949083333333,-118.373180555556,0.7761783232857511,17.249915628377977,5.174974688513393,1.6433333333333333,0.9653999999999999,26.77,19.9102,35.2,21.0,7.5,44.6,26.6,9.5,1.6,26.8,26.8,-0.0,2.1,27.2,33.5,6.2,2.8,27.9,45.0,17.0,7.7,32.9,125.3,92.4
92672,LA,False,33.383247847173386,-117.54228468864058,CA87,CALIFORNIA,HELIPORT,33.3794722222222,-117.559777777778,1.6776275931868683,100.41738410831991,30.12521523249597,14.213333333333333,4.1188,99.55666666666666,117.80160000000001,17.4,10.3,3.7,71.0,42.3,15.2,14.2,64.3,99.6,35.2,17.8,67.9,124.4,56.6,23.9,74.0,167.3,93.3,66.5,116.6,465.9,349.3
92651,LA,False,33.56076181891894,-117.77456958215552,1CA3,CALIFORNIA,HELIPORT,33.5614027777778,-117.715336111111,5.488940813510314,76.79745425018602,23.039236275055806,12.371666666666666,11.1113,65.68,84.28460000000001,53.9,32.1,11.5,77.0,45.8,16.5,12.4,55.4,65.7,10.3,15.5,58.5,82.1,23.6,20.8,63.8,110.3,46.5,57.9,100.9,307.4,206.4
90067,LA,False,34.05643734140253,-118.41369041208144,84CL,CALIFORNIA,HELIPORT,34.0610583333333,-118.417391666667,0.616666867480243,13.210881184060447,3.963264355218134,1.6683333333333332,0.9405,20.91166666666667,17.0759,33.8,20.1,7.2,49.0,29.2,10.5,1.7,25.6,20.9,-4.7,2.1,26.0,26.1,0.1,2.8,26.8,35.1,8.4,7.8,31.8,97.9,66.1
92625,LA,False,33.601075853942184,-117.86618554534526,3CA1,CALIFORNIA,HELIPORT,33.6231472222222,-117.880227777778,2.777436938859411,60.34093148762461,18.102279446287383,5.1016666666666675,4.213100000000001,58.163333333333334,74.0034,49.5,29.5,10.6,76.3,45.4,16.3,5.1,43.2,58.2,15.0,6.4,44.5,72.7,28.2,8.6,46.7,97.7,51.0,23.9,62.0,272.2,210.2
92663,LA,False,33.62211806839955,-117.93242140773172,14CA,CALIFORNIA,HELIPORT,33.6251666666667,-117.930777777778,0.3715828288007045,56.489624434477854,16.94688733034336,1.8116666666666668,0.7534,56.32333333333334,68.1604,25.0,14.9,5.3,72.6,43.2,15.5,1.8,38.8,56.3,17.6,2.3,39.2,70.4,31.2,3.0,40.0,94.6,54.6,8.5,45.4,263.6,218.2
92661,LA,False,33.599799449495414,-117.9015958132088,3CA1,CALIFORNIA,HELIPORT,33.6231472222222,-117.880227777778,3.2642843992483077,60.34093148762461,18.102279446287383,10.21,4.1211,65.16166666666666,72.4371,24.2,14.4,5.2,66.7,39.7,14.3,10.2,48.3,65.2,16.8,12.8,50.9,81.5,30.6,17.2,55.3,109.5,54.2,47.8,85.9,305.0,219.1
