zipcode,GEOID20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,Area_km2,centroid_lat,centroid_lon,dist_to_center,IRS_Wealth_Raw,AGI_per_return,Households_200k,Population,HH200k_per_km2,Travel_Time_Min,city_key,city_name,airport_code,IRS_Norm,Density_Norm,Pop200k_Norm,Time_Norm,AGI_Norm,Time_Squared,Geometric_Score,Score_Fmt,IRS_Fmt,AGI_Fmt,HH200k_Fmt,Pop_Fmt
92694,92694,B5,G6350,S,104000772,0,+33.5150098,-117.5806134,104.000772,33.51501347334939,-117.58063148159857,85.57531478523488,0.13794520133501956,220.54505076142132,5186.0,35074.0,49.86501446354648,76.41666666666667,los_angeles,Los Angeles,LAX,0.13794520133501956,0.003575634666431631,0.36861184163764305,0.39077887197851385,0.05008201685101176,0.15270812678479972,0.11892547661115754,11.89%,13.8%,$0k,"5,186","35,074"
92677,92677,B5,G6350,S,42595789,133550,+33.5286538,-117.7012525,42.595789,33.52780904470872,-117.70522729194614,76.65610466477543,0.10171926013056451,163.24667908131596,7583.0,64259.0,178.02229229748508,71.23333333333333,los_angeles,Los Angeles,LAX,0.10171926013056451,0.01276531625598651,0.5389864240528822,0.36293643688451205,0.037070534588719534,0.1317228572184254,0.12149336156142346,12.15%,10.2%,$0k,"7,583","64,259"
92861,92861,B5,G6350,S,5414805,237,+33.8179855,-117.8112928,5.414805,33.81806055837619,-117.8102210983536,47.71866929026149,0.259970957873008,326.42296819787987,901.0,5814.0,166.39565044355243,56.05,los_angeles,Los Angeles,LAX,0.259970957873008,0.01193161302508706,0.0640415097021821,0.2813786929274843,0.07412508481783234,0.07917396883357951,0.11379970316716971,11.38%,26.0%,$0k,901,"5,814"
90803,90803,B5,G6350,S,10517481,11946690,+33.7541911,-118.1323626,10.517481,33.75466922819053,-118.13220270023294,34.64721142885262,0.12161690920275992,169.70248815165877,3342.0,31659.0,317.7566947827146,42.21666666666667,los_angeles,Los Angeles,LAX,0.12161690920275992,0.022785150382066133,0.2375435354325112,0.20707251566696508,0.038536538643363136,0.0428790267446455,0.09546843395969654,9.55%,12.2%,$0k,"3,342","31,659"
90274,90274,B5,G6350,S,31010576,2606409,+33.7801000,-118.3724118,31.010576,33.7776953152888,-118.37230179880414,32.749205328330476,0.34943815927459787,397.8874027993779,4778.0,24942.0,154.0764673316613,35.88333333333333,los_angeles,Los Angeles,LAX,0.34943815927459787,0.011048250237150867,0.3396119127159002,0.1730528200537153,0.0903534381887361,0.02994727852854357,0.1504813126802105,15.05%,34.9%,$0k,"4,778","24,942"
92660,92660,B5,G6350,S,24899647,2908036,+33.6346259,-117.8748825,24.899647,33.63379300925121,-117.87505072722439,57.65157481181058,0.3097211942504101,380.73986486486484,6346.0,35926.0,254.8630508697573,53.233333333333334,los_angeles,Los Angeles,LAX,0.3097211942504101,0.01827528117030089,0.451062619944559,0.26624888093106536,0.08645952499129758,0.07088846659704462,0.18734165556714166,18.73%,31.0%,$0k,"6,346","35,926"
90266,90266,B5,G6350,S,10485104,2857999,+33.8917865,-118.4028145,10.485104,33.89161452251861,-118.40332562010799,23.141362536127765,0.3092489547937786,420.03423423423425,6317.0,35123.0,602.473757055724,21.133333333333333,los_angeles,Los Angeles,LAX,0.3092489547937786,0.043201151639464364,0.44900135048688605,0.093822739480752,0.095382605614111,0.008802706443673059,0.13430012815648482,13.43%,30.9%,$0k,"6,317","35,123"
90275,90275,B5,G6350,S,35048238,8379635,+33.7531341,-118.3679729,35.048238,33.75155148210582,-118.36705327529681,35.315838842530844,0.16228719198480712,220.10263157894738,6261.0,41941.0,178.63950821151124,50.21666666666667,los_angeles,Los Angeles,LAX,0.16228719198480712,0.012809574512854733,0.44502096808586256,0.25004476275738585,0.04998155100570997,0.06252238338239738,0.12728545924764628,12.73%,16.2%,$0k,"6,261","41,941"
92620,92620,B5,G6350,S,15307083,0,+33.7066009,-117.7569481,15.307083,33.706602067376224,-117.75694813085363,59.12595308390192,0.07413722430411054,151.04147812971343,7028.0,61110.0,459.13385326257134,58.96666666666667,los_angeles,Los Angeles,LAX,0.07413722430411054,0.0329227804287139,0.4995379913284526,0.2970456580125336,0.03429894176622004,0.08823612294409905,0.10365990349276517,10.37%,7.4%,$0k,"7,028","61,110"
90064,90064,B5,G6350,S,9646305,3034,+34.0353095,-118.4264862,9.646305,34.035820377515456,-118.42649926479282,16.940762263494413,0.25796344715277264,333.2980614973262,3723.0,25956.0,385.95089000399634,23.366666666666667,los_angeles,Los Angeles,LAX,0.25796344715277264,0.02767510240766671,0.2646243514109034,0.10581915846016113,0.07568630116472568,0.01119769429721669,0.11074896934659548,11.07%,25.8%,$0k,"3,723","25,956"
90402,90402,B5,G6350,S,5289316,326896,+34.0346660,-118.5040391,5.289316,34.03496489686088,-118.5046648156286,24.120879268288487,0.5760411519909487,665.1147572815534,2194.0,11816.0,414.79843518519215,29.6,los_angeles,Los Angeles,LAX,0.5760411519909487,0.02974365254649686,0.1559456962115289,0.13930170098478065,0.15103620945937876,0.019404963897253238,0.16739536638389918,16.74%,57.6%,$1k,"2,194","11,816"
90210,90210,B5,G6350,S,27838093,139467,+34.1005166,-118.4146299,27.838093,34.10251109811895,-118.41507460054085,16.745822784963316,0.667272823610157,664.8718715393134,3437.0,19180.0,123.46391687102992,38.333333333333336,los_angeles,Los Angeles,LAX,0.667272823610157,0.008853138136362433,0.24429596986281896,0.18621307072515667,0.15098105425279518,0.0346753077088922,0.19608698495689011,19.61%,66.7%,$1k,"3,437","19,180"
92673,92673,B5,G6350,S,26689348,27169,+33.4669078,-117.6140160,26.689348,33.46607136229712,-117.61205590261423,87.50617312170247,0.13978860895287704,209.23982430453879,4127.0,30633.0,154.6309786211338,80.96666666666667,los_angeles,Los Angeles,LAX,0.13978860895287704,0.011088012178682341,0.2933399673040017,0.4152193375111906,0.04751479287584951,0.17240709824323203,0.1312219653367084,13.12%,14.0%,$0k,"4,127","30,633"
90272,90272,B5,G6350,S,61670603,1423894,+34.0925672,-118.5343628,61.670603,34.07936146461084,-118.5444964478431,27.871472047784124,0.6253648835951287,706.9885024154589,4295.0,21298.0,69.64420308976061,40.166666666666664,los_angeles,Los Angeles,LAX,0.6253648835951287,0.004993926695154157,0.3052811145070723,0.19606087735004474,0.16054502229453882,0.03843986762726929,0.19134068618524383,19.13%,62.5%,$1k,"4,295","21,298"
91362,91362,B5,G6350,S,49181589,0,+34.1924314,-118.8194861,49.181589,34.19243488202666,-118.81948783665872,55.24843216756689,0.14038712687698426,215.1597868760516,4532.0,36770.0,92.14830370771469,54.53333333333333,los_angeles,Los Angeles,LAX,0.14038712687698426,0.006607612024880605,0.32212666145426117,0.2732318710832587,0.048859115336227874,0.07465565537565849,0.10761826203883577,10.76%,14.0%,$0k,"4,532","36,770"
90069,90069,B5,G6350,S,5573187,0,+34.0939535,-118.3815305,5.573187,34.09395380319442,-118.38153056612224,13.517289319841273,0.18267021268094735,273.37854346123726,3185.0,20045.0,571.4862967992999,35.93333333333333,los_angeles,Los Angeles,LAX,0.18267021268094735,0.04097915615205621,0.22638424905821308,0.17332139659803042,0.06207960130169325,0.030040306518691752,0.1144459114475144,11.44%,18.3%,$0k,"3,185","20,045"
92672,92672,B5,G6350,S,92108427,2049819,+33.3729358,-117.5209627,92.108427,33.383247847173386,-117.54228468864058,98.69896857811747,0.10034469964470008,155.66552486187845,3518.0,38020.0,38.19411659261101,152.0957398456917,los_angeles,Los Angeles,LAX,0.10034469964470008,0.002738758001205612,0.25005330869287085,0.7972913510064012,0.03534898385766861,0.6356734983896125,0.1215502702353285,12.16%,10.0%,$0k,"3,518","38,020"
92651,92651,B5,G6350,S,57122661,7243869,+33.5714801,-117.7728894,57.122661,33.56076181891894,-117.77456958215552,69.74868015595843,0.3378032821667105,359.7068010075567,4284.0,23981.0,74.99650620267848,61.6,los_angeles,Los Angeles,LAX,0.3378032821667105,0.005377720438356412,0.30449925367829983,0.3111906893464637,0.08168327517343328,0.09683964513592729,0.1703411755280109,17.03%,33.8%,$0k,"4,284","23,981"
90067,90067,B5,G6350,S,1114110,0,+34.0564373,-118.4136903,1.11411,34.05643734140253,-118.41369041208144,15.667584209978784,0.99951045711716,1267.6296103896104,533.0,2653.0,478.40877471703874,27.733333333333334,los_angeles,Los Angeles,LAX,0.99951045711716,0.034304913334655886,0.03788471106688464,0.12927484333034914,0.28785704911170507,0.016711985118086314,0.16357906013171616,16.36%,100.0%,$1k,533,"2,653"
92625,92625,B5,G6350,S,6625815,908602,+33.6019660,-117.8642535,6.625815,33.601075853942184,-117.86618554534526,61.09283812523267,0.5467290348880777,622.8019480519481,2455.0,12546.0,370.5204567287194,55.766666666666666,los_angeles,Los Angeles,LAX,0.5467290348880777,0.026568643445793256,0.17449712133058498,0.27985675917636527,0.14142769266186003,0.0783198056566981,0.2179992408307479,21.8%,54.7%,$1k,"2,455","12,546"
92663,92663,B5,G6350,S,8523401,3485536,+33.6252036,-117.9287666,8.523401,33.62211806839955,-117.93242140773172,55.7995300172503,0.23107631916607063,293.8668986083499,3364.0,21886.0,394.67813376374056,54.833333333333336,los_angeles,Los Angeles,LAX,0.23107631916607063,0.028300900588324074,0.23910725709005615,0.2748433303491495,0.06673215706834797,0.07553885623741172,0.15080313808579304,15.08%,23.1%,$0k,"3,364","21,886"
92661,92661,B5,G6350,S,1679631,3132323,+33.6035935,-117.9126723,1.679631,33.599799449495414,-117.9015958132088,59.406930362552124,0.3282011901750141,394.7578947368421,853.0,3300.0,507.849640784196,62.11666666666667,los_angeles,Los Angeles,LAX,0.3282011901750141,0.03641600830679221,0.06062975335844765,0.3139659803043867,0.08964278032095722,0.09857463678849454,0.14773707883635268,14.77%,32.8%,$0k,853,"3,300"
92662,92662,B5,G6350,S,539404,498444,+33.6050860,-117.8923185,0.539404,33.60550460931834,-117.89218608920203,59.34122948517193,0.2629785632016506,283.8145038167939,480.0,2346.0,889.8710428547063,58.61666666666667,los_angeles,Los Angeles,LAX,0.2629785632016506,0.06380934175424796,0.03411756343734452,0.29516562220232767,0.06444942978153916,0.08712274453008723,0.12163834771723443,12.16%,26.3%,$0k,480,"2,346"
90077,90077,B5,G6350,S,18807577,350034,+34.1080230,-118.4569641,18.807577,34.10540597358441,-118.45595570806869,20.424209953060426,0.5366372799588014,599.1013089005236,1535.0,7868.0,81.6160423003984,33.78333333333333,los_angeles,Los Angeles,LAX,0.5366372799588014,0.0058523827442102695,0.10910512474234131,0.16177260519247982,0.13604568202383657,0.02617037579076195,0.1357390217381332,13.57%,53.7%,$1k,"1,535","7,868"
91302,91302,B5,G6350,S,71094709,116015,+34.1225565,-118.6698213,71.094709,34.12298146883412,-118.67190818102853,40.21126001902951,0.23991232274052193,341.43988195615515,4213.0,26318.0,59.25898086171223,47.016666666666666,los_angeles,Los Angeles,LAX,0.23991232274052193,0.004249241046975863,0.29945269741985925,0.23285586392121754,0.0775351696295097,0.05422185336249658,0.12443940713897465,12.44%,24.0%,$0k,"4,213","26,318"
91011,91011,B5,G6350,S,29166369,52803,+34.2179351,-118.2022546,29.166369,34.2175621307437,-118.20343315671185,18.75720201620827,0.25496302196061593,362.888689217759,3383.0,20389.0,115.98975518687294,44.61666666666667,los_angeles,Los Angeles,LAX,0.25496302196061593,0.008317193809304757,0.24045774397611772,0.2199641897940913,0.08240582767874328,0.04838424479177102,0.12834673611859285,12.83%,25.5%,$0k,"3,383","20,389"
91436,91436,B5,G6350,S,13521165,141227,+34.1495876,-118.4897076,13.521165,34.152154680379375,-118.49053466618136,25.299142570913954,0.4834002537136452,646.3570806100217,2414.0,16190.0,178.5349117476194,32.483333333333334,los_angeles,Los Angeles,LAX,0.4834002537136452,0.012802074289575919,0.17158291278697846,0.15478961504028646,0.1467766612359833,0.023959824924320076,0.1498556105336634,14.99%,48.3%,$1k,"2,414","16,190"
92648,92648,B5,G6350,S,20808777,6275485,+33.6790445,-118.0130105,20.808777,33.67791625683341,-118.01167972633246,46.80835138054353,0.09421163455524995,156.0723650385604,4917.0,45667.0,236.29452129743137,51.9,los_angeles,Los Angeles,LAX,0.09421163455524995,0.01694380099812513,0.3494917904612979,0.25908683974932856,0.03544137031800362,0.06712599053129426,0.09638709502842004,9.64%,9.4%,$0k,"4,917","45,667"
90254,90254,B5,G6350,S,3702205,1551783,+33.8642586,-118.3993032,3.702205,33.864808466325115,-118.39927195164287,25.29931271933728,0.1786894112770731,273.0513888888889,3506.0,19551.0,947.0032048468412,25.583333333333332,los_angeles,Los Angeles,LAX,0.1786894112770731,0.06790607653282917,0.24920036960693723,0.11772605192479854,0.062005310082059575,0.013859423301800362,0.103967844952989,10.4%,17.9%,$0k,"3,506","19,551"
90024,90024,B5,G6350,S,7702301,0,+34.0656447,-118.4352837,7.702301,34.06564495907017,-118.43528344929926,17.712021013072277,0.3410547565879206,455.70367597004764,3444.0,50392.0,447.13910817040255,26.783333333333335,los_angeles,Los Angeles,LAX,0.3410547565879206,0.0320626818841136,0.2447935176629469,0.12417188898836168,0.10348252704019485,0.015418658014938016,0.13563798789415624,13.56%,34.1%,$0k,"3,444","50,392"
92886,92886,B5,G6350,S,33576768,52602,+33.8954111,-117.8008294,33.576768,33.895158549658035,-117.80157434132046,44.35207732985002,0.11283560308667244,175.12136209813875,5308.0,50437.0,158.08549530437236,61.766666666666666,los_angeles,Los Angeles,LAX,0.11283560308667244,0.011335722717649177,0.37728338901130143,0.3120859444941808,0.03976707242938175,0.09739763675082491,0.11084375254185348,11.08%,11.3%,$0k,"5,308","50,437"
92679,92679,B5,G6350,S,65202073,60610,+33.6494382,-117.5614050,65.202073,33.652699769661425,-117.56062476764427,77.15030443394156,0.13962525984315394,232.41376712328767,5367.0,30971.0,82.31333381072102,78.91666666666667,los_angeles,Los Angeles,LAX,0.13962525984315394,0.005902382924170925,0.38147700618380836,0.40420769919427035,0.05277719976616991,0.16338386408792574,0.12838676088596201,12.84%,14.0%,$0k,"5,367","30,971"
92692,92692,B5,G6350,S,22259194,909266,+33.6121754,-117.6404517,22.259194,33.6094955365917,-117.64393508642317,74.10976666223763,0.0793388387989576,135.4633505598622,5279.0,45977.0,237.16042907932786,66.48333333333333,los_angeles,Los Angeles,LAX,0.0793388387989576,0.0170058920235904,0.37522211955362855,0.3374216651745747,0.03076141487651223,0.11385338012918281,0.0997538656681521,9.98%,7.9%,$0k,"5,279","45,977"
92675,92675,B5,G6350,S,34670210,0,+33.4997737,-117.6537035,34.67021,33.499775829927664,-117.65370373756474,82.13945593578366,0.12241063105427151,171.71402688486265,2896.0,35099.0,83.52992381644069,71.93333333333334,los_angeles,Los Angeles,LAX,0.12241063105427151,0.005989620067207665,0.20584263273864525,0.36669650850492386,0.038993324757515206,0.1344663293497017,0.10234797926117833,10.23%,12.2%,$0k,"2,896","35,099"
06831,06831,B5,G6350,S,71361614,1311247,+41.0887241,-073.6588376,71.361614,41.08793066336534,-73.66080762242181,50.80986997750491,0.4946478338518638,794.1111416781293,2761.0,14681.0,38.69026841237083,66.78333333333333,new_york,New York,JFK,0.4946478338518638,0.002774335202288011,0.1962470680218921,0.3390331244404655,0.18032908669586484,0.11494345946786418,0.18286114674841106,18.29%,49.5%,$1k,"2,761","14,681"
06870,06870,B5,G6350,S,5872467,3841129,+41.0244455,-073.5711500,5.872467,41.023272948791046,-73.56987636295419,50.365726560371215,0.5524400726378319,816.8832835820896,1462.0,8096.0,248.9584019799515,69.81666666666666,new_york,New York,JFK,0.5524400726378319,0.0178518807664179,0.1039164119695785,0.35532676812891667,0.18550025145621804,0.12625711214894092,0.20888102211492188,20.89%,55.2%,$1k,"1,462","8,096"
10028,10028,B5,G6350,S,817182,0,+40.7764466,-073.9533832,0.817182,40.776446617851214,-73.95338348316952,8.350733268368202,0.2725114470821427,454.20125811688314,10097.0,45717.0,12355.876659055144,48.78333333333333,new_york,New York,JFK,0.2725114470821427,0.8859939456864815,0.7176771625559741,0.24234556848701877,0.10314135358842312,0.058731374565296306,0.27377595906235264,27.38%,27.3%,$0k,"10,097","45,717"
10282,10282,B5,G6350,S,177847,0,+40.7163808,-074.0150041,0.177847,40.716380819106995,-74.01500407974702,0.8569966244838376,0.38604150536323195,821.3107476635514,1839.0,6450.0,10340.348726714536,47.65,new_york,New York,JFK,0.38604150536323195,0.7414679363476728,0.13071291491932618,0.2362578334825425,0.18650565298288793,0.05581776388186478,0.22539507633333183,22.54%,38.6%,$1k,"1,839","6,450"
10280,10280,B5,G6350,S,276532,0,+40.7097053,-074.0165861,0.276532,40.70970535402938,-74.01658606255974,0.9563167719584621,0.09964738015968011,272.32524038461537,2158.0,8843.0,7803.798475402485,46.6,new_york,New York,JFK,0.09964738015968011,0.5595813549576757,0.15338687895372805,0.2306177260519248,0.06184041415035851,0.05318453556936063,0.11385024850982121,11.39%,10.0%,$0k,"2,158","8,843"
11201,11201,B5,G6350,S,3506670,39281,+40.6937005,-073.9898589,3.50667,40.6948124781143,-73.99012392760484,2.4065531080511495,0.1149331440244573,278.00287434984944,13110.0,69755.0,3738.5896021011386,46.38333333333333,new_york,New York,JFK,0.1149331440244573,0.2680803510967823,0.9318359513824721,0.22945389435989255,0.0631297079202211,0.05264908963692073,0.16262795762935853,16.26%,11.5%,$0k,"13,110","69,755"
10528,10528,B5,G6350,S,9787224,3801,+40.9750474,-073.7249262,9.787224,40.97822133778299,-73.72302561310983,37.915883017150556,0.15975463087045713,294.36765676567654,1640.0,13352.0,167.5653893279647,55.15,new_york,New York,JFK,0.15975463087045713,0.012015490648522531,0.11656834174426044,0.276544315129812,0.06684587069913193,0.07647675823061675,0.09993621513300355,9.99%,16.0%,$0k,"1,640","13,352"
10514,10514,B5,G6350,S,32952964,294226,+41.1721185,-073.7692173,32.952964,41.17332769205102,-73.77072954647147,54.88880563007037,0.33576809997835166,561.0383763837639,2663.0,12867.0,80.81215395373842,72.78333333333333,new_york,New York,JFK,0.33576809997835166,0.005794738901705036,0.18928139882010092,0.37126230975828106,0.12740223969256692,0.13783570264705383,0.1669617687887693,16.7%,33.6%,$1k,"2,663","12,867"
10576,10576,B5,G6350,S,58025007,2305642,+41.2215765,-073.5723324,58.025007,41.21322544126348,-73.57290759533059,66.47372583870369,0.21913288377313914,344.41167315175096,1018.0,4927.0,17.544159882651975,87.68333333333334,new_york,New York,JFK,0.21913288377313914,0.0012580264328548223,0.07235766579003483,0.4512981199641897,0.07821001268865646,0.20366999308321218,0.10327734785100867,10.33%,21.9%,$0k,"1,018","4,927"
06880,06880,B5,G6350,S,51840187,6580665,+41.1427524,-073.3436140,51.840187,41.14160696555052,-73.3464589199341,73.10038073980611,0.32031582305742784,547.2183436532508,5454.0,27331.0,105.2079538216172,93.26666666666667,new_york,New York,JFK,0.32031582305742784,0.007544070946653802,0.38766081455682705,0.48128916741271255,0.12426394613439583,0.23163926266882204,0.21438904463550032,21.44%,32.0%,$1k,"5,454","27,331"
06830,06830,B5,G6350,S,35062313,12451442,+41.0376034,-073.6243386,35.062313,41.03743649848576,-73.62455867195487,48.28669054077637,0.6393217028171485,796.1295809367297,3566.0,24881.0,101.70464224650551,64.56666666666666,new_york,New York,JFK,0.6393217028171485,0.007292861507530146,0.2534650650366053,0.32712623097582805,0.18078743980155898,0.1070115709924508,0.23758514938828618,23.76%,63.9%,$1k,"3,566","24,881"
06820,06820,B5,G6350,S,32774485,5649920,+41.0762020,-073.4800804,32.774485,41.076347407237115,-73.48108151849414,59.84002362808522,0.4122862333814107,709.7361635220126,4609.0,21571.0,140.62768644572142,79.45,new_york,New York,JFK,0.4122862333814107,0.010083888195460012,0.3275996872556685,0.407072515666965,0.16116896923582905,0.16570803301143147,0.22641209728249237,22.64%,41.2%,$1k,"4,609","21,571"
06824,06824,B5,G6350,S,52024071,3318579,+41.1730393,-073.2808180,52.024071,41.174021318382,-73.28050389067454,79.64472981423907,0.15764226052544156,293.1342070773263,5446.0,36969.0,104.68231138620429,98.2,new_york,New York,JFK,0.15764226052544156,0.0075063790832415505,0.38709218849953797,0.5077887197851387,0.0665657753269458,0.25784938394103013,0.1535378582177889,15.35%,15.8%,$0k,"5,446","36,969"
06878,06878,B5,G6350,S,6262078,2087763,+41.0300928,-073.5837192,6.262078,41.030607103512516,-73.5834829206077,50.109202993225864,0.450342137617805,791.2270557029178,1824.0,8303.0,291.2771128050465,65.48333333333333,new_york,New York,JFK,0.450342137617805,0.020886398074650588,0.12964674106190915,0.3320501342882721,0.17967415999534886,0.11025729168085956,0.19489084244928623,19.49%,45.0%,$1k,"1,824","8,303"
06883,06883,B5,G6350,S,51203831,2341309,+41.2274128,-073.3670614,51.203831,41.22838704152897,-73.37252923555315,78.20051941526896,0.23777677808027703,401.46726457399103,1987.0,10336.0,38.80569014455188,118.2,new_york,New York,JFK,0.23777677808027703,0.002782611665280875,0.14123249697917406,0.6152193375111906,0.09116636369806623,0.3784948332477083,0.15070542964790967,15.07%,23.8%,$0k,"1,987","10,336"
06897,06897,B5,G6350,S,69387325,1276100,+41.2112771,-073.4409775,69.387325,41.20704850946761,-73.44005973277288,72.65472079241675,0.176219247435613,346.77334905660376,3490.0,18473.0,50.29737059326037,99.23333333333333,new_york,New York,JFK,0.176219247435613,0.0036066373159300952,0.2480631174923591,0.5133393017009847,0.07874630897848532,0.26351723867085464,0.13861529875874032,13.86%,17.6%,$0k,"3,490","18,473"
06903,06903,B5,G6350,S,45054304,1997168,+41.1360179,-073.5711421,45.054304,41.13572247362112,-73.57202752313913,59.50534262995425,0.14879990973426038,266.2718792866941,2378.0,13266.0,52.780750979972964,77.38333333333334,new_york,New York,JFK,0.14879990973426038,0.003784711284145975,0.16902409552917763,0.39597135183527304,0.06046579916142682,0.1567933114742536,0.10684638707128909,10.68%,14.9%,$0k,"2,378","13,266"
06877,06877,B5,G6350,S,89596042,1289098,+41.3176745,-073.4998370,89.596042,41.306405166492425,-73.50218891031659,78.38224913236046,0.1497094511868373,293.35931623931623,3926.0,25059.0,43.81889994649541,104.11666666666666,new_york,New York,JFK,0.1497094511868373,0.0031420902887359706,0.2790532376146137,0.5395702775290957,0.06661689377555832,0.29113608439282535,0.13161430574674787,13.16%,15.0%,$0k,"3,926","25,059"
