zipcode,city_key,total_establishments,total_employment,total_payroll_K,detailed_establishments,power_establishments,power_estab_pct,power_employment,estimated_revenue_M,power_revenue_M,power_emp_pct,power_rev_pct,city_name,centroid_lat,centroid_lon,Travel_Time_Min,Distance_km,Revenue_Norm,Employment_Norm,PowerShare_Norm,Distance_Norm,Distance_Squared,Corporate_Score,threshold_90
11217,new_york,1420,17811,874496,6670.0,2404.0,0.3604197901049475,6419,3562.2,2246.65,36.039526135534224,63.06917073718489,New York,40.68245385660319,-73.97951551013215,51.21666666666667,34.144444444444446,0.09946661453824457,0.09946661453824457,0.3603952613553422,0.08410428624351209,0.007073530964530617,0.07111060651742732,0.0905764210727858
11218,new_york,1897,22678,874204,8953.0,2392.0,0.2671730146319669,6058,4535.6,2120.3,26.71311403121969,46.74794955463445,New York,40.64312074227956,-73.97644591105022,51.28333333333333,34.18888888888888,0.12664972492948703,0.126649724929487,0.26713114031219687,0.0842151537885282,0.007092192127625456,0.0795898233306642,0.0905764210727858
11219,new_york,3095,37112,1904593,14930.0,4306.0,0.2884125920964501,10703,7422.4,3746.05,28.839728389739168,50.46952468204356,New York,40.632620102150284,-73.99676935552077,51.983333333333334,34.65555555555555,0.20726632969365244,0.20726632969365244,0.28839728389739167,0.08537926301119755,0.007289618552335246,0.11150217241664637,0.0905764210727858
11220,new_york,2702,28610,1337025,12958.0,1932.0,0.1490970828831609,4265,5722.0,1492.75,14.90737504369102,26.087906326459283,New York,40.64102596420699,-74.0166881099806,49.68333333333333,33.12222222222222,0.15978106062721664,0.15978106062721661,0.1490737504369102,0.08155433270814114,0.006651109183470179,0.0837298741440565,0.0905764210727858
11221,new_york,927,5835,241268,4204.0,990.0,0.2354900095147478,1374,1167.0,480.9,23.547557840616967,41.20822622107969,New York,40.69142567173755,-73.92762530800351,0.0,13.78821804850051,0.032578402077689965,0.032578402077689965,0.23547557840616967,0.033325277201518934,0.0011105741005580777,0.022300045755913007,0.0905764210727858
11222,new_york,1926,15350,925653,9064.0,2861.0,0.3156443071491615,4845,3070.0,1695.75,31.563517915309447,55.236156351791536,New York,40.72861115143302,-73.9476541594727,50.88333333333333,33.922222222222224,0.08572146667039013,0.08572146667039013,0.31563517915309447,0.08354994851843145,0.006980593897432545,0.06311964127325286,0.0905764210727858
11223,new_york,2258,18024,711138,10844.0,2062.0,0.1901512357063814,3427,3604.8,1199.45,19.01353750554816,33.27369063470928,New York,40.59709151018644,-73.97346894026104,0.0,17.206821740318443,0.10065625959954201,0.10065625959954201,0.19013537505548161,0.04185305167215477,0.0017516779342720574,0.049248931000984264,0.0905764210727858
11224,new_york,736,6801,297358,3262.0,618.0,0.1894543225015328,1288,1360.2,450.8,18.938391413027496,33.14218497279812,New York,40.57656923464201,-73.98901241370218,0.0,19.204214782269208,0.037973693764137506,0.037973693764137506,0.18938391413027497,0.04683558808950576,0.002193572311689854,0.027320944402440973,0.0905764210727858
11225,new_york,892,6025,248521,4043.0,1226.0,0.3032401681919366,1827,1205.0,639.45,30.32365145228216,53.06639004149378,New York,40.66311947857514,-73.95386725061357,0.0,15.025106767529868,0.033639587813119605,0.033639587813119605,0.3032365145228216,0.036410720555599824,0.0013257405713779796,0.02450258328102275,0.0905764210727858
11226,new_york,1346,8473,323898,6299.0,1569.0,0.2490871566915383,2110,1694.6,738.5,24.90263188953145,43.57960580668004,New York,40.64640918244957,-73.95666243806518,0.0,15.0763226879465,0.04731212823591834,0.04731212823591834,0.24902631889531449,0.036538479681252324,0.0013350604974172889,0.029735079121735133,0.0905764210727858
11228,new_york,860,4369,206130,3891.0,778.0,0.1999485993317913,873,873.8,305.55,19.981689173723964,34.96795605401694,New York,40.616725407296826,-74.01343137333917,0.0,20.04682809873888,0.024390516350638106,0.024390516350638106,0.19981689173723965,0.048937503659890795,0.0023948792644618248,0.02102060472942682,0.0905764210727858
11229,new_york,2238,19243,759581,10760.0,2610.0,0.2425650557620818,4667,3848.6,1633.45,24.25297510783142,42.44270643870499,New York,40.60048345098579,-73.94456526343055,0.0,14.764664448479714,0.10746460387053533,0.10746460387053534,0.2425297510783142,0.03576104204364337,0.001278852128047229,0.05004968675774141,0.0905764210727858
11230,new_york,2220,30903,1069803,10540.0,2977.0,0.2824478178368121,8728,6180.6,3054.8,28.243212633077697,49.42562210788597,New York,40.622089138863856,-73.96518973529382,44.11666666666667,29.41111111111111,0.17258789689742804,0.172587896897428,0.28243212633077697,0.07229689269929447,0.005226840693973298,0.09232975597344976,0.0905764210727858
11231,new_york,1248,10507,627947,5685.0,1963.0,0.3452946350043975,3628,2101.4,1269.8,34.52936137812886,60.42638241172551,New York,40.67761075365783,-74.00472298736926,0.0,19.537833752012503,0.058672400793096706,0.058672400793096706,0.3452936137812886,0.04766780720279636,0.002272219843522965,0.039948489654038466,0.0905764210727858
11232,new_york,1338,21139,1070327,6102.0,1162.0,0.1904293674205178,4025,4227.8,1408.75,19.04063579166469,33.321112635413215,New York,40.65590953405038,-74.0058263296353,0.0,19.28084402722068,0.11805412047250692,0.11805412047250691,0.19040635791664692,0.04702674125545047,0.002211514393107087,0.057245706897411264,0.0905764210727858
11233,new_york,597,7152,231209,2615.0,580.0,0.2217973231357552,1586,1430.4,555.1,22.17561521252796,38.807326621923934,New York,40.678301511811874,-73.91993200559335,0.0,12.651456987028187,0.039934094780641735,0.039934094780641735,0.22175615212527958,0.03048960426802324,0.0009296159684206609,0.02434532494169592,0.0905764210727858
11234,new_york,1764,21934,869133,8323.0,1776.0,0.2133845969001561,4680,4386.8,1638.0,21.336737485182823,37.33929059906993,New York,40.607224580658276,-73.91110182746264,37.3,24.866666666666664,0.1224943449970678,0.12249434499706778,0.21336737485182822,0.06096068622139537,0.003716205264583423,0.06617052332729864,0.0905764210727858
11235,new_york,2898,41022,1530834,14045.0,3483.0,0.2479886080455678,10172,8204.4,3560.2,24.79645068499829,43.39378869874702,New York,40.58407143043626,-73.94344277972316,32.3,21.53333333333333,0.22910441509117818,0.22910441509117818,0.24796450684998292,0.05264562034518577,0.002771561341529438,0.09587934943228045,0.0905764210727858
11236,new_york,1001,13945,607641,4503.0,531.0,0.1179213857428381,1644,2789.0,575.4,11.789171746145572,20.63105055575475,New York,40.6394911701642,-73.90096781319096,0.0,10.369054251467475,0.07787427741629199,0.07787427741629199,0.11789171746145571,0.024796105537354743,0.0006148468498196345,0.03146893306285812,0.0905764210727858
11237,new_york,1242,12704,756178,5633.0,1079.0,0.191549795845908,2433,2540.8,851.55,19.1514483627204,33.515034634760696,New York,40.70425880547129,-73.92106964662341,0.0,13.942372181044178,0.07094305900751208,0.07094305900751208,0.19151448362720402,0.0337098177316761,0.0011363518115028242,0.03601838662322217,0.0905764210727858
11238,new_york,1296,8438,414989,6002.0,2417.0,0.4026991002999,3397,1687.6,1188.95,40.25835506044086,70.45212135577151,New York,40.67110442945284,-73.96634625129909,48.6,32.400000000000006,0.047116646653076036,0.04711664665307604,0.40258355060440865,0.07975273510162909,0.00636049875619062,0.043550182884338026,0.0905764210727858
11239,new_york,124,4130,123402,433.0,65.0,0.1501154734411085,619,826.0,216.65,14.987893462469732,26.228813559322035,New York,40.64732396355634,-73.87137939820046,0.0,7.89854143751127,0.023055656399229244,0.023055656399229244,0.1498789346246973,0.018633362498535002,0.0003472021980018106,0.0131911597040521,0.0905764210727858
11249,new_york,1111,10504,580053,5115.0,2162.0,0.4226783968719452,4439,2100.8,1553.65,42.26009139375476,73.95515993907082,New York,40.71130535154326,-73.96316518266308,57.4,38.266666666666666,0.05865564522885308,0.05865564522885308,0.4226009139375476,0.09438725104375796,0.008908953159597388,0.05410735223908722,0.0905764210727858
11354,new_york,3725,29351,1534043,18168.0,4420.0,0.2432848965213562,7140,5870.2,2499.0,24.3262580491295,42.57095158597663,New York,40.768576240681746,-73.8273887651288,42.11666666666667,28.07777777777778,0.16391968499539222,0.16391968499539222,0.243262580491295,0.06897086634881062,0.004756980404905498,0.08568164441485762,0.0905764210727858
11355,new_york,2325,21787,1234291,11145.0,1705.0,0.1529834006280843,3333,4357.4,1166.55,15.298113553954192,26.77169871941984,New York,40.75143574337674,-73.82122692256151,0.0,12.774853069995258,0.1216733223491301,0.1216733223491301,0.15298113553954193,0.030797418235644466,0.0009484809699812063,0.0476956096404905,0.0905764210727858
11356,new_york,792,8137,548947,3450.0,449.0,0.1301449275362318,1058,1627.4,370.3,13.002335012904018,22.754086272582036,New York,40.784871165010216,-73.84152801802911,0.0,16.835705980083482,0.04543550504063224,0.04543550504063224,0.13002335012904018,0.04092729607393878,0.0016750435639238447,0.02749257470361151,0.0905764210727858
11357,new_york,989,7811,455236,4525.0,942.0,0.2081767955801104,1626,1562.2,569.1,20.8167968249904,36.4293944437332,New York,40.78631611581001,-73.81100166738605,0.0,16.361762790938425,0.04361473372615823,0.04361473372615823,0.20816796824990402,0.03974503542214217,0.001579667840707336,0.02839467116574099,0.0905764210727858
11358,new_york,1421,6430,247338,6656.0,1336.0,0.2007211538461538,1290,1286.0,451.5,20.06220839813375,35.10886469673406,New York,40.76036358945296,-73.79652556351182,0.0,13.330072505535284,0.0359015889860091,0.035901588986009106,0.2006220839813375,0.03218242409032463,0.001035708420329507,0.022868001243314666,0.0905764210727858
11359,new_york,4,44,1358,0.0,0.0,0.0,0,8.8,0.0,0.0,0.0,New York,40.791605428440874,-73.77672420539844,0.0,16.713603305649006,0.00023457789941076266,0.00023457789941076266,0.0,0.040622708539463565,0.001650204449082206,3.838789398605881e-05,0.0905764210727858
11360,new_york,368,3261,149203,1481.0,504.0,0.3403106009453072,1109,652.2,388.15,34.007973014412755,59.51395277522232,New York,40.78041874160097,-73.78183817472546,0.0,15.47250670417946,0.01820212795665894,0.01820212795665894,0.34007973014412757,0.03752676853947583,0.0014082583570153926,0.016925947646850816,0.0905764210727858
11361,new_york,1136,11612,504957,5272.0,1427.0,0.2706752655538695,3143,2322.4,1100.05,27.06682741991044,47.36694798484326,New York,40.7639053052175,-73.77296072633587,0.0,13.639969647292824,0.06484403362283225,0.06484403362283225,0.2706682741991044,0.032955468634893535,0.0010860629129454515,0.03546109342721411,0.0905764210727858
11362,new_york,512,4591,189384,2148.0,482.0,0.2243947858472998,1030,918.2,360.5,22.4351993029841,39.26159878022217,New York,40.758985617756736,-73.73584923541966,0.0,13.562104009461061,0.025630428104666425,0.025630428104666425,0.224351993029841,0.03276123126247428,0.0010732982738333222,0.01881372944912249,0.0905764210727858
11363,new_york,159,896,59787,557.0,187.0,0.3357271095152603,300,179.2,105.0,33.482142857142854,58.59375,New York,40.77258334194663,-73.74647161633611,0.0,14.839489651992405,0.004993158144600519,0.004993158144600519,0.33482142857142855,0.03594769499256602,0.001292236775278556,0.007160352077900582,0.0905764210727858
11364,new_york,652,2459,96494,2878.0,576.0,0.2001389854065323,492,491.8,172.2,20.00813338755592,35.01423342822285,New York,40.74625076015889,-73.75606264149134,0.0,11.816964337602318,0.013722807115529617,0.013722807115529615,0.20008133387555918,0.028407945862066606,0.0008070113881021073,0.011638442224169588,0.0905764210727858
11365,new_york,799,7058,388863,3601.0,789.0,0.219105803943349,1546,1411.6,541.1,21.904222159251912,38.33238877869085,New York,40.739836076331066,-73.79502365803296,0.0,11.049231304899802,0.03940908710100812,0.03940908710100813,0.21904222159251913,0.026492820639387526,0.0007018695454307577,0.022775510053601553,0.0905764210727858
11366,new_york,491,2697,121276,2076.0,450.0,0.2167630057803468,584,539.4,204.4,21.65368928439006,37.89395624768262,New York,40.73112009220915,-73.78045646124234,0.0,9.989514764584843,0.01505208187885727,0.01505208187885727,0.21653689284390062,0.02384933678653918,0.000568790865157771,0.011661598817170188,0.0905764210727858
11367,new_york,707,5935,227428,3144.0,708.0,0.2251908396946564,1336,1187.0,467.6,22.510530749789385,39.39342881213143,New York,40.73047448895655,-73.82274916824454,0.0,10.606388147691543,0.03313692088581083,0.03313692088581083,0.22510530749789384,0.02538813963188293,0.0006445576339679847,0.02008690954922523,0.0905764210727858
11368,new_york,1536,11110,739253,7179.0,767.0,0.1068393926730742,1186,2222.0,415.1,10.675067506750676,18.681368136813685,New York,40.74961378846849,-73.85260319986119,0.0,13.583399934357704,0.062040269206065514,0.062040269206065514,0.10675067506750675,0.0328143543679974,0.0010767818525885102,0.029917068545289024,0.0905764210727858
11369,new_york,392,4005,187971,1557.0,175.0,0.1123956326268465,450,801.0,157.5,11.235955056179774,19.662921348314608,New York,40.76349094212075,-73.8722196797554,0.0,15.733921404591017,0.022357507889078164,0.022357507889078164,0.11235955056179775,0.038178872675955336,0.001457626318806809,0.016498556629609907,0.0905764210727858
11370,new_york,356,4251,318471,1433.0,191.0,0.1332868108862526,566,850.2,198.1,13.314514231945424,23.30039990590449,New York,40.77555306914706,-73.88763034911325,0.0,17.552449266708106,0.02373146415705549,0.023731464157055487,0.13314514231945423,0.042715226367323195,0.0018245905636116626,0.018401059799630446,0.0905764210727858
11371,new_york,75,8668,698741,252.0,19.0,0.0753968253968253,653,1733.6,228.55,7.533456391324411,13.183548684817724,New York,40.7744110332712,-73.87327251961852,0.0,16.83545783337205,0.048401239911754025,0.048401239911754025,0.07533456391324411,0.04092667706706302,0.0016749928957516624,0.026394197267568892,0.0905764210727858
11372,new_york,1786,10619,411590,8569.0,1964.0,0.2291982728439724,2433,2123.8,851.55,22.911761936152185,40.09558338826631,New York,40.75171913074043,-73.88367015216716,0.0,15.164504276675542,0.05929794185819208,0.05929794185819207,0.22911761936152186,0.036758450397057565,0.0013511836755929416,0.03409003216735625,0.0905764210727858
11373,new_york,1630,19631,936767,7718.0,1358.0,0.1759523192536926,3454,3926.2,1208.9,17.594620752890837,30.790586317558965,New York,40.73894482853316,-73.87856094348908,0.0,13.77067960592937,0.10963165684604428,0.10963165684604428,0.17594620752890835,0.03328152720991539,0.0011076600534243384,0.04695119807330181,0.0905764210727858
11569,new_york,41,245,26058,102.0,22.0,0.2156862745098039,52,49.0,18.2,21.22448979591837,37.142857142857146,New York,40.590373721323374,-73.5804151605985,0.0,17.62070670739581,0.0013572007037336983,0.0013572007037336983,0.2122448979591837,0.04288549590208112,0.0018391657587674165,0.003077290091718561,0.0905764210727858
11570,new_york,1168,13828,816651,5382.0,1995.0,0.370680044593088,5125,2765.6,1793.75,37.06248192074053,64.85934336129591,New York,40.66502086249311,-73.63883132529807,37.233333333333334,24.822222222222223,0.07722081041079058,0.07722081041079058,0.3706248192074053,0.06084981867637925,0.003702700432948233,0.05321955315134338,0.0905764210727858
11572,new_york,1037,10433,592878,4637.0,958.0,0.2065990942419668,2155,2086.6,754.25,20.6556120003834,36.14732100067095,New York,40.6323240983865,-73.63683527456853,0.0,11.9617139784951,0.05825909687508726,0.05825909687508727,0.206556120003834,0.028769026701940953,0.0008276568973769916,0.030082382218649947,0.0905764210727858
11575,new_york,252,2001,78256,1008.0,50.0,0.0496031746031746,99,400.2,34.65,4.94752623688156,8.65817091454273,New York,40.68044811664485,-73.58524020154725,0.0,16.840104448342352,0.01116479097433606,0.01116479097433606,0.049475262368815595,0.040938268139936854,0.0016759417982973688,0.009552408757101909,0.0905764210727858
11576,new_york,528,7849,712740,2274.0,1005.0,0.4419525065963061,3468,1569.8,1213.8,44.18397248057077,77.32195184099885,New York,40.79785932852847,-73.64714958713829,41.666666666666664,27.77777777777778,0.04382697087324415,0.04382697087324416,0.4418397248057077,0.06822251041995177,0.004654310928000427,0.03958154488258802,0.0905764210727858
11577,new_york,541,3377,205505,2295.0,850.0,0.3703703703703703,1250,675.4,437.5,37.015102161681966,64.77642878294344,New York,40.78286728150288,-73.63910971064601,0.0,19.622291415088256,0.018850009774079142,0.018850009774079142,0.3701510216168197,0.04787848851246404,0.002292349662238151,0.01933149972553945,0.0905764210727858
11579,new_york,180,855,43795,635.0,232.0,0.3653543307086614,312,171.0,109.2,36.49122807017544,63.85964912280701,New York,40.844018461322094,-73.64408944478583,0.0,25.210533458564058,0.004764165433270965,0.004764165433270965,0.3649122807017544,0.06181846872957568,0.003821523076069526,0.008739106245675867,0.0905764210727858
11580,new_york,1069,10003,574836,4804.0,1158.0,0.2410491257285595,2411,2000.6,843.85,24.102769169249225,42.17984604618615,New York,40.67492640189545,-73.7036922138466,0.0,7.3058941916593065,0.05585746600016755,0.055857466000167555,0.24102769169249225,0.017154992231351023,0.00029429375845771395,0.024359539890507494,0.0905764210727858
11581,new_york,720,10085,417535,3170.0,801.0,0.2526813880126183,2548,2017.0,891.8,25.26524541398116,44.21417947446703,New York,40.65156490783768,-73.71654755630931,0.0,5.317041262269859,0.05631545142282666,0.056315451422826665,0.2526524541398116,0.012193759293561314,0.00014868776570931293,0.02151501011254099,0.0905764210727858
11590,new_york,1701,23103,1352360,7918.0,1938.0,0.2447587774690578,5654,4620.6,1978.9,24.473012162922565,42.82777128511449,New York,40.755408572808136,-73.57461765606757,46.766666666666666,31.177777777777777,0.1290234298640007,0.12902342986400067,0.24473012162922564,0.07670387761368555,0.005883484840975252,0.07658868662633142,0.0905764210727858
11596,new_york,379,2133,89975,1551.0,440.0,0.2836879432624113,605,426.6,211.75,28.363806844819507,49.63666197843413,New York,40.75971736689245,-73.64221928853918,0.0,17.452559416512226,0.011902035801055602,0.0119020358010556,0.28363806844819506,0.042466049161900166,0.0018033653314209217,0.013130620281522148,0.0905764210727858
11598,new_york,461,2885,165839,1941.0,840.0,0.4327666151468315,1248,577.0,436.8,43.258232235701904,75.70190641247834,New York,40.63114747740704,-73.7119031394725,0.0,5.698717211588295,0.016102097238124495,0.016102097238124495,0.43258232235701904,0.013145857492145602,0.00017281356920380067,0.010651224152965244,0.0905764210727858
11691,new_york,549,10903,506588,2375.0,295.0,0.1242105263157894,1354,2180.6,473.9,12.41860038521508,21.732550674126387,New York,40.601610778692304,-73.76177980561356,0.0,4.623200853000733,0.06088413527325532,0.06088413527325533,0.12418600385215081,0.01046296068036661,0.00010947354619889773,0.01913817438167452,0.0905764210727858
11692,new_york,119,1564,66121,402.0,69.0,0.1716417910447761,268,312.8,93.8,17.135549872122763,29.98721227621483,New York,40.593569434102086,-73.79191754707902,0.0,5.434026972788087,0.008724063782847888,0.008724063782847888,0.17135549872122763,0.01248558246042159,0.00015588976937598725,0.006096990657774842,0.0905764210727858
11693,new_york,162,1296,60166,536.0,77.0,0.1436567164179104,186,259.2,65.1,14.351851851851851,25.115740740740737,New York,40.596542027437756,-73.8166926500202,0.0,5.94805992162584,0.007227233377083974,0.007227233377083973,0.14351851851851852,0.01376784781006005,0.00018955363332097533,0.005462790118079259,0.0905764210727858
11694,new_york,331,2535,107587,1347.0,312.0,0.2316258351893095,587,507.0,205.45,23.155818540433927,40.522682445759365,New York,40.57531317452861,-73.85123271279471,0.0,9.589106891339863,0.014147281409701472,0.014147281409701472,0.23155818540433926,0.022850511433523683,0.0005221458727735966,0.01112230638149863,0.0905764210727858
11697,new_york,47,406,24975,95.0,16.0,0.1684210526315789,68,81.2,23.8,16.748768472906402,29.310344827586203,New York,40.55713082186059,-73.91371929405486,0.0,14.788461563679846,0.002256415984808288,0.0022564159848082886,0.16748768472906403,0.035820404417809225,0.0012831013726554066,0.0038456707947094773,0.0905764210727858
11701,new_york,808,15391,974883,3500.0,634.0,0.1811428571428571,2787,3078.2,975.45,18.107985186147747,31.68897407575856,New York,40.68167409725863,-73.412880499982,0.0,31.13142957534029,0.08595045938171968,0.08595045938171968,0.18107985186147746,0.07658826110673207,0.005865761739352968,0.056183234292355645,0.0905764210727858
11702,new_york,593,5417,271105,2560.0,762.0,0.29765625,1612,1083.4,564.2,29.75816872807827,52.07679527413698,New York,40.65138858559254,-73.33830989172048,0.0,37.121372726431744,0.030243793459744758,0.030243793459744758,0.2975816872807827,0.09153029267555485,0.00837779447727273,0.03296707711521604,0.0905764210727858
11703,new_york,320,2479,89084,1252.0,256.0,0.2044728434504792,506,495.8,177.1,20.411456232351757,35.72004840661557,New York,40.73327057400341,-73.32537871407422,0.0,39.518123233341434,0.013834510877153788,0.013834510877153788,0.20411456232351757,0.0975090341816927,0.009508011747046515,0.019218766900752304,0.0905764210727858
11704,new_york,1099,10458,603304,4889.0,772.0,0.1579055021476784,1651,2091.6,577.85,15.786957353222414,27.627175368139227,New York,40.716210437851565,-73.35908503113185,0.0,36.30300625750836,0.05839872657711748,0.058398726577117484,0.15786957353222414,0.08948886134556115,0.00800825630492507,0.045563235364105635,0.0905764210727858
11705,new_york,244,1796,107644,913.0,268.0,0.2935377875136911,527,359.2,184.45,29.34298440979956,51.35022271714922,New York,40.74512198904678,-73.05460921076183,0.0,62.079654049310484,0.01001982741768829,0.01001982741768829,0.2934298440979956,0.15378921868256737,0.02365112378299453,0.019744910007977488,0.0905764210727858
11706,new_york,1696,23121,1462570,7897.0,1398.0,0.1770292516145371,4093,4624.2,1432.55,17.702521517235414,30.979412655161976,New York,40.70609353279589,-73.24238953377717,0.0,45.74938172474344,0.12912396324946243,0.12912396324946243,0.17702521517235414,0.11305303163600212,0.012780987962090897,0.08524572459266005,0.0905764210727858
11709,new_york,148,757,36574,459.0,98.0,0.2135076252723311,161,151.4,56.35,21.26816380449141,37.219286657859975,New York,40.9066399216651,-73.5589512704476,0.0,34.80022314182934,0.004216817001312519,0.004216817001312519,0.2126816380449141,0.08574013916420319,0.007351371463896929,0.008485418591824844,0.0905764210727858
11710,new_york,1112,8333,341593,5066.0,1364.0,0.269245953414923,2243,1666.6,785.05,26.91707668306732,47.104884195367816,New York,40.67216073349995,-73.53294657202342,0.0,20.96279060171378,0.04653020190454913,0.04653020190454914,0.2691707668306732,0.05122239022560303,0.002623733260423953,0.03406558355353844,0.0905764210727858
11713,new_york,250,3504,162279,877.0,141.0,0.1607753705815279,563,700.8,197.05,16.067351598173516,28.117865296803657,New York,40.77777091383473,-72.94249877667245,0.0,72.04757388750602,0.019559328660392637,0.019559328660392637,0.16067351598173515,0.17865439171357908,0.031917391678548956,0.029585382519523182,0.0905764210727858
11714,new_york,720,14180,891599,3134.0,843.0,0.268985322271857,3814,2836.0,1334.9,26.89703808180536,47.069816643159385,New York,40.742650815877894,-73.48616477102284,0.0,27.070645366208375,0.07918679661537602,0.07918679661537602,0.2689703808180536,0.066458554644331,0.004416739485413529,0.05340726414702059,0.0905764210727858
11715,new_york,116,810,34285,346.0,110.0,0.3179190751445087,257,162.0,89.95,31.728395061728392,55.52469135802469,New York,40.74997079260422,-73.0352336505248,0.0,63.78310882376761,0.004512831969616576,0.004512831969616577,0.3172839506172839,0.1580385202825938,0.02497617389311181,0.012025810619106791,0.0905764210727858
11716,new_york,1051,15396,1162644,4674.0,1101.0,0.2355584082156611,3626,3079.2,1269.1,23.551571836840736,41.21525071447129,New York,40.77132144172322,-73.1272959659571,0.0,56.73104618039149,0.08597838532212572,0.08597838532212572,0.23551571836840737,0.14044701064974502,0.019725362800449592,0.07450081443918886,0.0905764210727858
11717,new_york,933,12559,711304,4115.0,479.0,0.1164034021871203,1461,2511.8,511.35,11.633091806672509,20.357910661676883,New York,40.784072029469506,-73.25223856548334,0.0,47.079361927892265,0.07013320673573682,0.07013320673573682,0.11633091806672509,0.11637069353697327,0.013542138314276152,0.054455547194980546,0.0905764210727858
11718,new_york,89,819,52864,254.0,61.0,0.2401574803149606,196,163.8,68.6,23.93162393162393,41.880341880341874,New York,40.71885646788033,-73.2638666019962,0.0,44.21234734356294,0.0045630986623474545,0.0045630986623474545,0.23931623931623927,0.10921886899594765,0.011928761344753977,0.010015757727073039,0.0905764210727858
11719,new_york,106,1633,85266,265.0,44.0,0.1660377358490566,271,326.6,94.85,16.595223515003063,29.041641151255355,New York,40.779324118554705,-72.91178852673154,0.0,74.61449047930367,0.009109441760451285,0.009109441760451283,0.16595223515003063,0.18505761588143896,0.034246321195722206,0.018348049401144668,0.0905764210727858
11720,new_york,580,5938,217895,2502.0,455.0,0.1818545163868904,1079,1187.6,377.65,18.171101380936346,31.7994274166386,New York,40.87024266601792,-73.08204527391278,0.0,63.9168874944232,0.03315367645005445,0.03315367645005446,0.18171101380936347,0.1583722338203937,0.025081764445261452,0.040469180270411687,0.0905764210727858
11721,new_york,179,666,33587,595.0,274.0,0.4605042016806722,306,133.2,107.1,45.94594594594595,80.4054054054054,New York,40.897288740783814,-73.37171176225182,0.0,44.51349934731202,0.003708564885922533,0.0037085648859225334,0.4594594594594595,0.1099700986209255,0.012093422590696078,0.009679005953904533,0.0905764210727858
11722,new_york,596,5162,259369,2565.0,433.0,0.1688109161793372,871,1032.4,304.85,16.87330492057342,29.528283611003488,New York,40.7835811413637,-73.19661810270328,0.0,51.50035161605961,0.028819570499036554,0.028819570499036554,0.1687330492057342,0.1273989396855197,0.01623048983299469,0.03349216544596371,0.0905764210727858
11724,new_york,132,1318,105804,415.0,201.0,0.4843373493975904,638,263.6,223.3,48.40667678300456,84.71168437025797,New York,40.866747286102296,-73.45470751357907,62.416666666666664,41.61111111111111,0.007350107514870564,0.0073501075148705635,0.48406676783004565,0.10273003380622159,0.01055345984582743,0.014808315783352524,0.0905764210727858
11725,new_york,1219,16083,855201,5575.0,1586.0,0.2844843049327354,4575,3216.6,1601.25,28.446185413169182,49.78082447304608,New York,40.84058742546316,-73.2808149379663,0.0,47.395079508583585,0.08981540953391605,0.08981540953391605,0.28446185413169184,0.11715825728149103,0.013726057249236045,0.07333154296368838,0.0905764210727858
11726,new_york,496,5108,244734,2001.0,193.0,0.0964517741129435,492,1021.6,172.2,9.631949882537198,16.855912294440092,New York,40.67888487865753,-73.39562425636535,0.0,32.53181493749693,0.02851797034265129,0.02851797034265129,0.09631949882537198,0.0800815500682557,0.006413054661334543,0.02539786563871434,0.0905764210727858
11727,new_york,424,3475,127357,1691.0,263.0,0.1555292726197516,540,695.0,189.0,15.53956834532374,27.194244604316548,New York,40.88017704896854,-73.00369150884757,0.0,70.42447714705938,0.01939735820603759,0.01939735820603759,0.1553956834532374,0.17460554481749663,0.030487096281014824,0.02901160379028948,0.0905764210727858
11729,new_york,1354,13100,674016,6135.0,976.0,0.1590872045639771,2084,2620.0,729.4,15.908396946564883,27.83969465648855,New York,40.76248252879217,-73.3216492805536,0.0,40.76917083542025,0.07315479348767069,0.07315479348767069,0.15908396946564884,0.10062979714936052,0.010126356074321446,0.05534678718271523,0.0905764210727858
11730,new_york,422,3175,121485,1759.0,406.0,0.2308129619101762,732,635.0,256.2,23.05511811023622,40.346456692913385,New York,40.72698408005403,-73.1844801413612,0.0,50.953070435915784,0.017721801781674998,0.017721801781674998,0.2305511811023622,0.12603373596580802,0.015884502601499012,0.025476510776670815,0.0905764210727858
11731,new_york,840,5973,226101,3764.0,877.0,0.2329968119022316,1391,1194.6,486.85,23.288129917964174,40.754227356437305,New York,40.86261733065212,-73.3170403208277,0.0,45.977695229504256,0.03334915803289675,0.03334915803289676,0.23288129917964173,0.11362256418575647,0.01291008709214635,0.03691995781949862,0.0905764210727858
