zipcode,city_key,total_establishments,total_employment,total_payroll_K,detailed_establishments,power_establishments,power_estab_pct,power_employment,estimated_revenue_M,power_revenue_M,power_emp_pct,power_rev_pct,city_name,centroid_lat,centroid_lon,Travel_Time_Min,Distance_km,Revenue_Norm,Employment_Norm,PowerShare_Norm,Distance_Norm,Distance_Squared,Corporate_Score,threshold_90
06831,new_york,424,4227,575927,1791.0,854.0,0.4768285873813512,2015,845.4,705.25,47.66974213390111,83.42204873432695,New York,41.08793066336534,-73.66080762242181,86.71666666666667,57.81111111111112,0.023597419643106483,0.023597419643106483,0.4766974213390111,0.14314125396460026,0.02048941858655819,0.03600843813897897,0.0905764210727858
06840,new_york,633,5223,412212,2785.0,1128.0,0.4050269299820467,2115,1044.6,740.25,40.4939689833429,70.86444572085009,New York,41.1592315527311,-73.49914086363498,0.0,62.18077341252557,0.029160266971990277,0.02916026697199028,0.40493968983342904,0.1540414629325155,0.023728772302389546,0.0415219823280971,0.0905764210727858
06850,new_york,487,5494,621141,1920.0,442.0,0.2302083333333333,1264,1098.8,442.4,23.006916636330544,40.26210411357845,New York,41.1263187520098,-73.4431744584514,0.0,60.83902238329762,0.030673852941997818,0.03067385294199782,0.23006916636330543,0.15069443847326477,0.022708813786772582,0.03907662698180261,0.0905764210727858
06851,new_york,1077,16844,1546346,4918.0,1369.0,0.2783651891012607,4688,3368.8,1640.8,27.83186891474709,48.705770600807405,New York,41.13943950393964,-73.40387649912813,109.7,73.13333333333334,0.09406573766371583,0.09406573766371583,0.27831868914747093,0.1813628401089104,0.0328924797723702,0.08970799124845066,0.0905764210727858
06853,new_york,91,680,212177,271.0,162.0,0.5977859778597786,406,136.0,142.1,59.70588235294117,104.48529411764709,New York,41.06768266118464,-73.43822205857482,98.03333333333333,65.35555555555555,0.0037867575190594542,0.0037867575190594542,0.5970588235294116,0.16196101973108798,0.02623137191233387,0.011913535125099637,0.0905764210727858
06854,new_york,866,12943,987194,3737.0,1044.0,0.2793684773882793,3615,2588.6,1265.25,27.93015529629916,48.87777176852352,New York,41.09089409564258,-73.42941322488153,0.0,57.956628821199025,0.07227791895892094,0.07227791895892094,0.2793015529629916,0.1435042507682611,0.020593469988559966,0.06886690658953011,0.0905764210727858
06855,new_york,269,2532,203853,997.0,198.0,0.1985957873620862,502,506.4,175.7,19.826224328594,34.695892575039494,New York,41.07969168996273,-73.3900986510363,0.0,58.65962483214436,0.014130525845457846,0.014130525845457846,0.19826224328594003,0.145257888210778,0.02109985408745488,0.022753321619847264,0.0905764210727858
06870,new_york,215,2081,501307,774.0,287.0,0.3708010335917313,771,416.2,269.85,37.04949543488708,64.83661701105238,New York,41.023272948791046,-73.56987636295419,0.0,45.94440092117048,0.011611606020832752,0.011611606020832752,0.37049495434887075,0.11353951087562701,0.012891220529876624,0.019932241713598118,0.0905764210727858
06877,new_york,792,11242,1271240,3522.0,1196.0,0.339579784213515,3817,2248.4,1335.95,33.95303326810176,59.417808219178085,New York,41.306405166492425,-73.50218891031659,0.0,77.49883813099633,0.06277751403278506,0.06277751403278506,0.3395303326810176,0.19225267810155344,0.03696109223721953,0.07273667106377417,0.0905764210727858
06878,new_york,170,2201,173814,620.0,249.0,0.4016129032258064,883,440.2,309.05,40.11812812358019,70.20672421626534,New York,41.030607103512516,-73.5834829206077,0.0,46.28175924679716,0.012281828590577788,0.012281828590577788,0.40118128123580193,0.1143810578860691,0.013083026403136291,0.020982813302590823,0.0905764210727858
06880,new_york,1402,13054,1706947,6531.0,2836.0,0.4342367171949166,5668,2610.8,1983.8,43.41964148919871,75.98437260609774,New York,41.14160696555052,-73.3464589199341,117.16666666666667,78.11111111111111,0.0728978748359351,0.0728978748359351,0.4341964148919871,0.19378000515071672,0.0375506903962118,0.08343363878580823,0.0905764210727858
06883,new_york,165,611,43572,554.0,371.0,0.6696750902527075,409,122.2,143.15,66.93944353518822,117.14402618657938,New York,41.22838704152897,-73.37252923555315,119.13333333333334,79.42222222222223,0.0034013795414560583,0.0034013795414560583,0.6693944353518821,0.19705059772869252,0.038828938065235,0.012225291907234339,0.0905764210727858
06890,new_york,211,2030,160766,768.0,411.0,0.53515625,1086,406.0,380.1,53.4975369458128,93.6206896551724,New York,41.14581606695584,-73.28946768540808,122.95,81.96666666666667,0.011326761428691112,0.011326761428691112,0.534975369458128,0.20339776468086582,0.04137065067717287,0.0261672016220124,0.0905764210727858
06896,new_york,179,1039,48993,614.0,236.0,0.3843648208469055,399,207.8,139.65,38.40230991337825,67.20404234841193,New York,41.30508325517017,-73.39138272563224,0.0,80.63403889787018,0.005791840040213355,0.005791840040213354,0.38402309913378246,0.20007349837506314,0.04002940475203639,0.015994114363989485,0.0905764210727858
06897,new_york,662,14958,1284682,2847.0,1224.0,0.4299262381454162,6430,2991.6,2250.5,42.98703035165129,75.22730311538976,New York,41.20704850946761,-73.44005973277288,112.66666666666667,75.11111111111111,0.08353207294255634,0.08353207294255634,0.4298703035165129,0.18629644586212807,0.03470636574086081,0.08959567865000781,0.0905764210727858
06901,new_york,989,18658,3542848,4508.0,2391.0,0.5303904170363798,9896,3731.6,3463.6,53.03891092292851,92.81809411512488,New York,41.053635315545954,-73.53843692222824,87.76666666666667,58.511111111111106,0.10419726884302828,0.1041972688430283,0.5303891092292851,0.14488741779860426,0.020992363836347304,0.09654017406370684,0.0905764210727858
06902,new_york,1717,32984,4699371,8025.0,2760.0,0.3439252336448598,11344,6596.8,3970.4,34.39243269463982,60.18675721561969,New York,41.05508285377361,-73.54362818916142,85.05,56.7,0.1842106732944232,0.1842106732944232,0.34392432694639824,0.14036956533919706,0.019703614873515112,0.1293698964418162,0.0905764210727858
06903,new_york,249,1502,84304,896.0,285.0,0.3180803571428571,477,300.4,166.95,31.757656458055926,55.575898801597866,New York,41.13572247362112,-73.57202752313913,0.0,57.641767557722154,0.008377782121812952,0.008377782121812952,0.3175765645805593,0.14271882312395806,0.020368662473887626,0.017262498869568252,0.0905764210727858
06905,new_york,964,10039,750220,4406.0,1482.0,0.336359509759419,3376,2007.8,1181.6,33.6288474947704,58.850483115848185,New York,41.08794734112407,-73.54347784676332,0.0,53.4402878989507,0.05605853277109106,0.05605853277109107,0.336288474947704,0.1322381490818863,0.017486928072603186,0.05809872820462571,0.0905764210727858
06906,new_york,278,1763,99980,1003.0,236.0,0.2352941176470588,414,352.6,144.9,23.482699943278504,41.094724900737376,New York,41.07234207808661,-73.52218878673045,0.0,52.54018717536288,0.009835516211008408,0.009835516211008406,0.23482699943278504,0.1299928300383293,0.016898135861373967,0.017639981295211368,0.0905764210727858
06907,new_york,269,1984,123352,1014.0,179.0,0.1765285996055227,350,396.8,122.5,17.641129032258064,30.87197580645161,New York,41.102094109121836,-73.52032767929684,0.0,55.63357775448124,0.011069842776955515,0.011069842776955514,0.17641129032258063,0.1377093539721939,0.01896386617143899,0.018674813793253513,0.0905764210727858
07001,new_york,384,9131,416051,1501.0,251.0,0.1672218520986009,1526,1826.2,534.1,16.71229876245756,29.246522834300738,New York,40.5834063607824,-74.26992227351934,0.0,42.01154380994281,0.05098718199335363,0.05098718199335363,0.16712298762457561,0.10372892108715377,0.010759689069904975,0.044633919989042904,0.0905764210727858
07002,new_york,1124,12157,589407,5078.0,814.0,0.1602993304450571,1948,2431.4,681.8,16.02369005511228,28.041457596446488,New York,40.664680557674046,-74.1093309367469,0.0,28.06335905926272,0.06788796112709096,0.06788796112709096,0.1602369005511228,0.06893489857051965,0.004752020240927832,0.0453685957061726,0.0905764210727858
07003,new_york,982,11264,643816,4436.0,1147.0,0.2585662759242561,2912,2252.8,1019.2,25.85227272727273,45.24147727272727,New York,40.80975788631947,-74.1868269542739,0.0,39.20680749468951,0.06290038817057164,0.06290038817057164,0.2585227272727273,0.09673245091913521,0.009357167060822902,0.053116365297586676,0.0905764210727858
