zipcode,city_key,total_establishments,total_employment,total_payroll_K,detailed_establishments,power_establishments,power_estab_pct,power_employment,estimated_revenue_M,power_revenue_M,power_emp_pct,power_rev_pct,city_name
23395,other,5,89,1686,0.0,0.0,0.0,0,13.35,0.0,0.0,0.0,Other
23401,other,7,56,1674,3.0,0.0,0.0,0,8.4,0.0,0.0,0.0,Other
23405,other,14,77,2809,17.0,0.0,0.0,0,11.55,0.0,0.0,0.0,Other
23407,other,12,186,5120,7.0,0.0,0.0,0,27.9,0.0,0.0,0.0,Other
23410,other,30,208,7789,44.0,0.0,0.0,0,31.2,0.0,0.0,0.0,Other
23413,other,28,614,29613,37.0,0.0,0.0,0,92.1,0.0,0.0,0.0,Other
23414,other,7,46,1621,3.0,0.0,0.0,0,6.9,0.0,0.0,0.0,Other
23415,other,26,222,10729,49.0,14.0,0.2857142857142857,63,45.900000000000006,22.05,28.37837837837838,48.0392156862745,Other
23416,other,21,199,4665,19.0,6.0,0.3157894736842105,62,42.25,21.7,31.155778894472363,51.36094674556213,Other
23417,other,83,580,24611,204.0,43.0,0.2107843137254902,122,111.4,42.7,21.03448275862069,38.33034111310592,Other
23418,other,90,1114,31860,233.0,46.0,0.1974248927038626,219,210.9,76.65,19.658886894075405,36.34423897581793,Other
23420,other,22,171,5974,18.0,0.0,0.0,0,25.65,0.0,0.0,0.0,Other
23421,other,38,398,13490,54.0,0.0,0.0,0,59.7,0.0,0.0,0.0,Other
23422,other,4,9,160,3.0,0.0,0.0,0,1.35,0.0,0.0,0.0,Other
23423,other,3,12,421,0.0,0.0,0.0,0,1.8,0.0,0.0,0.0,Other
23952,other,5,22,720,0.0,0.0,0.0,0,3.3,0.0,0.0,0.0,Other
23954,other,23,79,2353,27.0,0.0,0.0,0,11.85,0.0,0.0,0.0,Other
23958,other,26,111,4845,43.0,0.0,0.0,0,16.65,0.0,0.0,0.0,Other
23959,other,14,119,3783,3.0,0.0,0.0,0,17.85,0.0,0.0,0.0,Other
23960,other,27,56,2085,48.0,0.0,0.0,0,8.4,0.0,0.0,0.0,Other
23962,other,9,35,2117,0.0,0.0,0.0,0,5.25,0.0,0.0,0.0,Other
23963,other,5,17,270,3.0,0.0,0.0,0,2.55,0.0,0.0,0.0,Other
23964,other,20,189,10526,27.0,0.0,0.0,0,28.35,0.0,0.0,0.0,Other
23966,other,39,320,11992,87.0,0.0,0.0,0,48.0,0.0,0.0,0.0,Other
23967,other,11,74,2157,0.0,0.0,0.0,0,11.1,0.0,0.0,0.0,Other
23968,other,12,96,3609,5.0,0.0,0.0,0,14.4,0.0,0.0,0.0,Other
23970,other,325,4859,166423,1198.0,218.0,0.1819699499165275,884,905.65,309.4,18.193043836180284,34.16330812123889,Other
23974,other,49,304,9435,102.0,0.0,0.0,0,45.6,0.0,0.0,0.0,Other
23976,other,8,147,5292,0.0,0.0,0.0,0,22.05,0.0,0.0,0.0,Other
24011,other,314,5768,427567,1266.0,824.0,0.65086887835703,3754,1616.0,1313.9,65.08321775312066,81.30569306930694,Other
24012,other,945,19734,850647,4220.0,810.0,0.1919431279620853,3787,3717.5,1325.45,19.19023005979528,35.65433759246805,Other
24013,other,140,2238,116957,416.0,51.0,0.1225961538461538,274,390.5,95.9,12.24307417336908,24.558258642765686,Other
24014,other,497,14162,820305,2066.0,466.0,0.2255566311713455,3194,2763.1000000000004,1117.9,22.553311679141363,40.45818102855488,Other
24015,other,351,3672,124648,1346.0,461.0,0.3424962852897474,1257,802.2,439.95,34.23202614379085,54.84293193717277,Other
24016,other,458,7843,483762,1884.0,603.0,0.3200636942675159,2510,1678.45,878.5,32.00306005355094,52.339956507492026,Other
24017,other,314,5074,223450,1201.0,143.0,0.1190674437968359,604,881.9,211.4,11.903823413480488,23.97097176550629,Other
24018,other,1083,11980,579577,4907.0,1790.0,0.3647850010189525,4370,2671.0,1529.5,36.47746243739566,57.263197304380384,Other
24019,other,652,17111,830536,2729.0,719.0,0.2634664712348846,4508,3468.25,1577.8,26.34562562094559,45.4926836300728,Other
24020,other,4,16,528,0.0,0.0,0.0,0,2.4,0.0,0.0,0.0,Other
24022,other,8,344,25667,20.0,0.0,0.0,0,51.6,0.0,0.0,0.0,Other
24053,other,18,49,1015,5.0,0.0,0.0,0,7.35,0.0,0.0,0.0,Other
24054,other,54,273,7525,154.0,8.0,0.0519480519480519,14,43.75,4.9,5.128205128205128,11.2,Other
24055,other,120,1079,37086,395.0,45.0,0.1139240506329113,122,186.25,42.7,11.306765523632992,22.926174496644297,Other
24059,other,15,90,2244,3.0,0.0,0.0,0,13.5,0.0,0.0,0.0,Other
24060,other,907,13957,776025,4004.0,1476.0,0.3686313686313686,5144,3122.3500000000004,1800.4,36.85605789209716,57.66169711915704,Other
24061,other,18,172,9847,24.0,8.0,0.3333333333333333,57,37.2,19.95,33.13953488372093,53.62903225806451,Other
24064,other,46,258,15796,79.0,10.0,0.1265822784810126,32,45.1,11.2,12.4031007751938,24.83370288248337,Other
24065,other,115,749,23602,352.0,32.0,0.0909090909090909,68,125.95,23.8,9.078771695594126,18.89638745533942,Other
24066,other,96,619,27092,281.0,6.0,0.0213523131672597,13,95.45,4.55,2.10016155088853,4.766893661602934,Other
24067,other,27,194,7453,53.0,0.0,0.0,0,29.1,0.0,0.0,0.0,Other
24069,other,18,102,2162,7.0,0.0,0.0,0,15.3,0.0,0.0,0.0,Other
24070,other,17,51,1638,16.0,0.0,0.0,0,7.65,0.0,0.0,0.0,Other
24072,other,18,107,4874,23.0,0.0,0.0,0,16.05,0.0,0.0,0.0,Other
24073,other,877,12492,532764,3830.0,805.0,0.2101827676240208,2625,2398.8,918.75,21.01344860710855,38.30040020010005,Other
24076,other,10,63,1389,0.0,0.0,0.0,0,9.45,0.0,0.0,0.0,Other
24077,other,33,999,84024,79.0,0.0,0.0,0,149.85,0.0,0.0,0.0,Other
24078,other,153,1675,43654,495.0,122.0,0.2464646464646464,412,333.65,144.2,24.59701492537313,43.21894200509516,Other
24079,other,17,51,1388,14.0,0.0,0.0,0,7.65,0.0,0.0,0.0,Other
24082,other,3,5,71,0.0,0.0,0.0,0,0.75,0.0,0.0,0.0,Other
24083,other,171,3211,140013,543.0,191.0,0.3517495395948434,1129,707.45,395.15,35.16038617253192,55.85553749381581,Other
24084,other,227,6524,335237,770.0,70.0,0.0909090909090909,593,1097.2,207.55,9.089515634580012,18.916332482683192,Other
24085,other,19,229,10415,31.0,0.0,0.0,0,34.35,0.0,0.0,0.0,Other
24087,other,45,891,41539,86.0,0.0,0.0,0,133.65,0.0,0.0,0.0,Other
24088,other,46,822,22337,114.0,9.0,0.0789473684210526,64,136.1,22.4,7.785888077858881,16.458486407053638,Other
24089,other,29,694,33926,57.0,0.0,0.0,0,104.1,0.0,0.0,0.0,Other
24090,other,97,619,21938,287.0,94.0,0.3275261324041811,202,133.25,70.7,32.63327948303716,53.05816135084428,Other
24091,other,249,2382,75696,872.0,155.0,0.1777522935779816,423,441.9,148.05,17.758186397984886,33.5030549898167,Other
24092,other,48,252,10184,135.0,6.0,0.0444444444444444,11,40.0,3.85,4.365079365079365,9.625,Other
24093,other,9,89,4711,0.0,0.0,0.0,0,13.35,0.0,0.0,0.0,Other
24095,other,41,128,4854,114.0,12.0,0.1052631578947368,13,21.8,4.55,10.15625,20.871559633027523,Other
24101,other,121,728,26849,366.0,82.0,0.2240437158469945,163,141.8,57.05,22.39010989010989,40.23272214386459,Other
24102,other,15,87,2366,11.0,0.0,0.0,0,13.05,0.0,0.0,0.0,Other
24168,other,20,297,7650,37.0,0.0,0.0,0,44.55,0.0,0.0,0.0,Other
24171,other,169,2089,63664,564.0,113.0,0.200354609929078,418,396.9500000000001,146.3,20.00957395883198,36.85602720745686,Other
24174,other,24,151,6597,50.0,9.0,0.18,27,28.05,9.45,17.880794701986755,33.68983957219251,Other
24175,other,170,1616,64778,615.0,81.0,0.1317073170731707,212,284.8,74.2,13.11881188118812,26.05337078651685,Other
24176,other,23,152,8598,27.0,13.0,0.4814814814814814,73,37.4,25.55,48.026315789473685,68.31550802139039,Other
24179,other,367,3109,102807,1451.0,339.0,0.2336319779462439,726,611.55,254.1,23.351559987134127,41.55015943095414,Other
24184,other,85,477,19911,223.0,14.0,0.0627802690582959,29,77.35000000000001,10.15,6.079664570230608,13.122171945701355,Other
24185,other,8,138,5319,3.0,0.0,0.0,0,20.7,0.0,0.0,0.0,Other
24201,other,421,6355,233401,1592.0,326.0,0.2047738693467336,1301,1213.45,455.35,20.4720692368214,37.52523795788866,Other
24202,other,258,3922,144015,889.0,125.0,0.140607424071991,551,698.5,192.85,14.04895461499235,27.609162491052253,Other
24210,other,583,8982,420586,2394.0,650.0,0.2715121136173767,2438,1834.9,853.3,27.143175239367626,46.50389667011826,Other
24211,other,169,1751,70655,574.0,95.0,0.1655052264808362,289,320.45000000000005,101.15,16.50485436893204,31.56498673740053,Other
24216,other,21,229,10114,13.0,0.0,0.0,0,34.35,0.0,0.0,0.0,Other
24217,other,6,28,697,6.0,0.0,0.0,0,4.2,0.0,0.0,0.0,Other
24219,other,173,2051,74198,602.0,104.0,0.1727574750830564,354,378.4500000000001,123.9,17.25987323256948,32.73880301228696,Other
24220,other,5,29,521,0.0,0.0,0.0,0,4.35,0.0,0.0,0.0,Other
24224,other,56,364,12301,128.0,4.0,0.03125,11,56.8,3.85,3.021978021978022,6.778169014084506,Other
24225,other,11,56,4583,3.0,0.0,0.0,0,8.4,0.0,0.0,0.0,Other
24226,other,9,19,1698,0.0,0.0,0.0,0,2.85,0.0,0.0,0.0,Other
24228,other,127,1527,51386,380.0,70.0,0.1842105263157894,281,285.25,98.35,18.40209561231172,34.47852760736196,Other
24230,other,104,847,28363,316.0,20.0,0.0632911392405063,53,137.65,18.55,6.257378984651712,13.476207773338174,Other
24236,other,49,540,20488,129.0,17.0,0.1317829457364341,71,95.2,24.85,13.148148148148149,26.102941176470598,Other
24237,other,6,90,5130,0.0,0.0,0.0,0,13.5,0.0,0.0,0.0,Other
24243,other,10,67,2041,0.0,0.0,0.0,0,10.05,0.0,0.0,0.0,Other
24244,other,52,2039,81935,97.0,19.0,0.1958762886597938,399,385.65,139.65,19.568415890142223,36.21159082069234,Other
24245,other,9,85,2857,12.0,0.0,0.0,0,12.75,0.0,0.0,0.0,Other
24248,other,20,136,4022,38.0,15.0,0.3947368421052631,53,31.0,18.55,38.97058823529412,59.83870967741935,Other
24104,other,74,340,12922,208.0,60.0,0.2884615384615384,98,70.6,34.3,28.823529411764703,48.58356940509915,Other
24105,other,3,12,547,0.0,0.0,0.0,0,1.8,0.0,0.0,0.0,Other
24112,other,757,13274,477012,3266.0,664.0,0.2033067973055725,2698,2530.7,944.3,20.325448244688864,37.313786699332205,Other
24120,other,32,634,22295,29.0,0.0,0.0,0,95.1,0.0,0.0,0.0,Other
24121,other,295,1748,62305,1102.0,264.0,0.2395644283121597,418,345.8,146.3,23.91304347826087,42.30769230769231,Other
24122,other,30,183,6288,28.0,0.0,0.0,0,27.45,0.0,0.0,0.0,Other
24124,other,50,1209,78687,90.0,6.0,0.0666666666666666,80,197.35,28.0,6.617038875103392,14.18799087914872,Other
24127,other,56,353,10623,110.0,36.0,0.3272727272727272,115,75.95,40.25,32.577903682719544,52.99539170506912,Other
24128,other,35,244,8217,52.0,26.0,0.5,122,61.0,42.7,50.0,70.0,Other
24131,other,5,50,1638,0.0,0.0,0.0,0,7.5,0.0,0.0,0.0,Other
24133,other,16,61,1535,28.0,0.0,0.0,0,9.15,0.0,0.0,0.0,Other
24134,other,123,1269,48037,365.0,34.0,0.0931506849315068,118,213.95,41.3,9.29866036249015,19.30357560177612,Other
24136,other,32,266,12913,55.0,6.0,0.109090909090909,29,45.7,10.15,10.902255639097744,22.210065645514227,Other
24137,other,41,134,4105,84.0,30.0,0.3571428571428571,47,29.5,16.45,35.07462686567165,55.762711864406775,Other
24138,other,11,45,1691,21.0,0.0,0.0,0,6.75,0.0,0.0,0.0,Other
24141,other,402,6335,298201,1536.0,437.0,0.2845052083333333,1802,1310.65,630.7,28.44514601420679,48.12116125586541,Other
24142,other,15,299,3505,67.0,0.0,0.0,0,44.85,0.0,0.0,0.0,Other
24147,other,32,463,17104,62.0,0.0,0.0,0,69.45,0.0,0.0,0.0,Other
24148,other,135,1849,70857,437.0,22.0,0.0503432494279176,93,295.95,32.55,5.029745808545159,10.998479472883933,Other
24149,other,51,198,6948,94.0,23.0,0.2446808510638297,48,39.3,16.8,24.24242424242424,42.74809160305344,Other
24150,other,5,122,7207,0.0,0.0,0.0,0,18.3,0.0,0.0,0.0,Other
24151,other,544,8567,314490,2255.0,425.0,0.188470066518847,1614,1607.85,564.9,18.83973386249562,35.133874428584754,Other
24153,other,1163,21053,1137240,5161.0,1090.0,0.211199379965123,4446,4047.15,1556.1,21.11813043271743,38.44927912234535,Other
24161,other,9,37,2845,12.0,0.0,0.0,0,5.55,0.0,0.0,0.0,Other
24162,other,29,137,4682,35.0,0.0,0.0,0,20.55,0.0,0.0,0.0,Other
24165,other,17,41,1363,27.0,0.0,0.0,0,6.15,0.0,0.0,0.0,Other
24250,other,7,33,648,15.0,0.0,0.0,0,4.95,0.0,0.0,0.0,Other
24251,other,97,832,27667,305.0,90.0,0.2950819672131147,245,173.8,85.75,29.447115384615387,49.33831990794016,Other
24256,other,47,249,7511,70.0,12.0,0.1714285714285714,42,45.75,14.7,16.867469879518072,32.131147540983605,Other
24258,other,6,15,445,0.0,0.0,0.0,0,2.25,0.0,0.0,0.0,Other
24260,other,64,422,17102,144.0,28.0,0.1944444444444444,82,79.7,28.7,19.431279620853083,36.01003764115433,Other
24263,other,74,816,29211,189.0,47.0,0.2486772486772486,202,162.8,70.7,24.75490196078432,43.42751842751842,Other
24266,other,243,3959,167653,857.0,246.0,0.2870478413068845,1136,821.05,397.6,28.694114675423087,48.4257962365264,Other
24269,other,3,69,5578,0.0,0.0,0.0,0,10.35,0.0,0.0,0.0,Other
24270,other,6,17,490,0.0,0.0,0.0,0,2.55,0.0,0.0,0.0,Other
24271,other,21,75,2411,34.0,0.0,0.0,0,11.25,0.0,0.0,0.0,Other
24272,other,3,14,421,0.0,0.0,0.0,0,2.1,0.0,0.0,0.0,Other
24273,other,234,4392,212931,805.0,161.0,0.2,878,834.4000000000001,307.3,19.99089253187614,36.82885906040268,Other
24277,other,108,950,31446,324.0,94.0,0.2901234567901234,275,197.5,96.25,28.94736842105264,48.734177215189874,Other
24279,other,54,430,16123,121.0,3.0,0.024793388429752,10,66.5,3.5,2.3255813953488373,5.263157894736842,Other
24280,other,26,460,27251,49.0,0.0,0.0,0,69.0,0.0,0.0,0.0,Other
24281,other,22,164,5053,19.0,0.0,0.0,0,24.6,0.0,0.0,0.0,Other
24282,other,3,34,1623,0.0,0.0,0.0,0,5.1,0.0,0.0,0.0,Other
24283,other,57,667,26054,154.0,24.0,0.1558441558441558,103,120.65,36.05,15.442278860569717,29.879817654372147,Other
24290,other,56,689,21735,148.0,24.0,0.1621621621621621,111,125.55,38.85,16.110304789550074,30.94384707287933,Other
24292,other,6,13,525,0.0,0.0,0.0,0,1.95,0.0,0.0,0.0,Other
24293,other,180,2934,91026,647.0,183.0,0.2828438948995363,829,605.9,290.15,28.25494205862304,47.88744017164549,Other
24301,other,240,3094,133415,833.0,164.0,0.1968787515006002,609,585.9,213.15,19.68325791855204,36.379928315412194,Other
24311,other,28,1262,60056,23.0,0.0,0.0,0,189.3,0.0,0.0,0.0,Other
24312,other,17,89,3042,9.0,0.0,0.0,0,13.35,0.0,0.0,0.0,Other
24313,other,7,28,550,4.0,0.0,0.0,0,4.2,0.0,0.0,0.0,Other
24314,other,25,491,25529,42.0,0.0,0.0,0,73.65,0.0,0.0,0.0,Other
24315,other,38,666,59162,59.0,0.0,0.0,0,99.9,0.0,0.0,0.0,Other
24317,other,42,217,8508,54.0,4.0,0.074074074074074,16,35.75,5.6,7.373271889400922,15.664335664335663,Other
24319,other,92,1623,56593,212.0,12.0,0.0566037735849056,91,261.65000000000003,31.85,5.606900800985828,12.172749856678768,Other
24323,other,5,23,1147,0.0,0.0,0.0,0,3.45,0.0,0.0,0.0,Other
24324,other,22,237,12599,34.0,9.0,0.2647058823529412,62,47.95,21.7,26.16033755274261,45.255474452554736,Other
24325,other,7,24,338,0.0,0.0,0.0,0,3.6,0.0,0.0,0.0,Other
24326,other,9,42,766,15.0,0.0,0.0,0,6.3,0.0,0.0,0.0,Other
24327,other,5,588,18795,0.0,0.0,0.0,0,88.2,0.0,0.0,0.0,Other
24328,other,33,153,3610,65.0,0.0,0.0,0,22.95,0.0,0.0,0.0,Other
24330,other,23,150,4903,13.0,0.0,0.0,0,22.5,0.0,0.0,0.0,Other
24333,other,391,5766,199815,1545.0,345.0,0.2233009708737864,1287,1122.3,450.45,22.32049947970864,40.13632718524459,Other
24340,other,65,1251,62875,141.0,3.0,0.0212765957446808,26,192.85,9.1,2.0783373301358914,4.718693284936479,Other
24343,other,206,2767,83880,743.0,142.0,0.1911170928667564,528,520.6500000000001,184.8,19.082038308637514,35.49409392106021,Other
24347,other,13,86,5053,7.0,0.0,0.0,0,12.9,0.0,0.0,0.0,Other
24348,other,73,756,29599,180.0,69.0,0.3833333333333333,289,171.2,101.15,38.22751322751323,59.08294392523366,Other
24350,other,4,12,559,0.0,0.0,0.0,0,1.8,0.0,0.0,0.0,Other
24351,other,4,63,2153,0.0,0.0,0.0,0,9.45,0.0,0.0,0.0,Other
24352,other,10,181,7896,3.0,0.0,0.0,0,27.15,0.0,0.0,0.0,Other
24354,other,286,4754,186670,1042.0,245.0,0.2351247600767754,1117,936.5,390.95,23.49600336558688,41.74586225306994,Other
24360,other,70,658,19160,183.0,15.0,0.081967213114754,53,109.3,18.55,8.054711246200608,16.97163769441903,Other
24361,other,52,323,11000,99.0,19.0,0.1919191919191919,61,60.65,21.35,18.885448916408667,35.20197856553999,Other
24363,other,15,122,3684,4.0,0.0,0.0,0,18.3,0.0,0.0,0.0,Other
24366,other,13,68,4274,6.0,0.0,0.0,0,10.2,0.0,0.0,0.0,Other
24368,other,74,938,38981,195.0,6.0,0.0307692307692307,28,146.3,9.8,2.985074626865672,6.698564593301436,Other
24370,other,63,515,19767,164.0,31.0,0.1890243902439024,97,96.65,33.95,18.83495145631068,35.12674599068805,Other
24374,other,6,25,585,3.0,0.0,0.0,0,3.75,0.0,0.0,0.0,Other
24375,other,15,40,743,11.0,0.0,0.0,0,6.0,0.0,0.0,0.0,Other
24378,other,7,15,737,0.0,0.0,0.0,0,2.25,0.0,0.0,0.0,Other
24380,other,27,132,3636,34.0,0.0,0.0,0,19.8,0.0,0.0,0.0,Other
24381,other,47,385,18240,76.0,13.0,0.1710526315789473,65,70.75,22.75,16.883116883116884,32.15547703180212,Other
24382,other,500,7825,298213,2007.0,430.0,0.2142501245640259,1676,1508.95,586.6,21.4185303514377,38.87471420524206,Other
24401,other,991,12281,458405,4406.0,1060.0,0.2405810258738084,2954,2432.95,1033.9,24.053415845615177,42.49573562958549,Other
24411,other,3,27,892,0.0,0.0,0.0,0,4.05,0.0,0.0,0.0,Other
24413,other,7,18,599,0.0,0.0,0.0,0,2.7,0.0,0.0,0.0,Other
24416,other,112,2024,67685,259.0,35.0,0.1351351351351351,273,358.2,95.55,13.48814229249012,26.6750418760469,Other
24421,other,54,187,4920,133.0,0.0,0.0,0,28.05,0.0,0.0,0.0,Other
24422,other,98,868,25416,246.0,45.0,0.1829268292682926,158,161.8,55.3,18.202764976958523,34.17799752781211,Other
24426,other,298,4456,272417,1097.0,197.0,0.1795806745670009,800,828.4,280.0,17.953321364452425,33.80009657170449,Other
24430,other,11,37,786,6.0,0.0,0.0,0,5.55,0.0,0.0,0.0,Other
24431,other,21,90,2236,18.0,0.0,0.0,0,13.5,0.0,0.0,0.0,Other
24435,other,40,309,12712,69.0,0.0,0.0,0,46.35,0.0,0.0,0.0,Other
24437,other,11,26,920,14.0,0.0,0.0,0,3.9,0.0,0.0,0.0,Other
24439,other,17,151,6391,9.0,0.0,0.0,0,22.65,0.0,0.0,0.0,Other
24440,other,40,144,4341,114.0,0.0,0.0,0,21.6,0.0,0.0,0.0,Other
24441,other,79,759,27254,216.0,0.0,0.0,0,113.85,0.0,0.0,0.0,Other
24445,other,59,1414,49235,140.0,6.0,0.0428571428571428,60,224.1,21.0,4.243281471004243,9.370816599732262,Other
24450,other,495,7117,266044,1961.0,448.0,0.2284548699643039,1625,1392.55,568.75,22.83265420823381,40.84233959283329,Other
24457,other,27,494,21234,57.0,0.0,0.0,0,74.1,0.0,0.0,0.0,Other
24458,other,7,24,456,3.0,0.0,0.0,0,3.6,0.0,0.0,0.0,Other
24459,other,6,36,1401,0.0,0.0,0.0,0,5.4,0.0,0.0,0.0,Other
24460,other,31,233,11972,30.0,6.0,0.2,46,44.150000000000006,16.1,19.742489270386265,36.46659116647791,Other
24464,other,5,11,482,0.0,0.0,0.0,0,1.65,0.0,0.0,0.0,Other
24465,other,64,264,9493,114.0,23.0,0.2017543859649122,53,50.2,18.55,20.07575757575757,36.952191235059765,Other
24531,other,194,2434,119872,637.0,125.0,0.1962323390894819,477,460.5,166.95,19.59737058340181,36.25407166123778,Other
24534,other,15,159,13420,18.0,0.0,0.0,0,23.85,0.0,0.0,0.0,Other
24536,other,5,26,816,0.0,0.0,0.0,0,3.9,0.0,0.0,0.0,Other
24538,other,65,539,27566,159.0,0.0,0.0,0,80.85,0.0,0.0,0.0,Other
24539,other,4,193,14689,0.0,0.0,0.0,0,28.95,0.0,0.0,0.0,Other
24540,other,736,12263,422240,3159.0,599.0,0.1896169673947451,2325,2304.45,813.75,18.95947158117916,35.31211351949489,Other
24541,other,692,12182,526945,2973.0,547.0,0.1839892364614867,2241,2275.5,784.35,18.395994089640453,34.469347396176666,Other
24549,other,44,166,5743,113.0,0.0,0.0,0,24.9,0.0,0.0,0.0,Other
24550,other,100,588,27882,334.0,51.0,0.1526946107784431,89,106.0,31.15,15.136054421768709,29.386792452830186,Other
24551,other,710,8237,411104,3117.0,1029.0,0.3301251203079884,2719,1779.35,951.65,33.009590870462546,53.48301345997134,Other
24553,other,24,463,28322,45.0,0.0,0.0,0,69.45,0.0,0.0,0.0,Other
24554,other,46,274,13634,114.0,0.0,0.0,0,41.1,0.0,0.0,0.0,Other
24555,other,24,1001,38487,21.0,0.0,0.0,0,150.15,0.0,0.0,0.0,Other
24556,other,60,271,9080,157.0,37.0,0.2356687898089172,63,53.25,22.05,23.24723247232472,41.40845070422535,Other
24557,other,131,1396,51708,390.0,61.0,0.1564102564102564,218,253.0,76.3,15.616045845272206,30.158102766798415,Other
24558,other,99,730,25487,273.0,91.0,0.3333333333333333,243,158.1,85.05,33.28767123287671,53.79506641366224,Other
24562,other,11,17,599,7.0,0.0,0.0,0,2.55,0.0,0.0,0.0,Other
24563,other,58,188,5925,156.0,8.0,0.0512820512820512,9,30.0,3.15,4.787234042553192,10.5,Other
24565,other,8,80,4899,20.0,0.0,0.0,0,12.0,0.0,0.0,0.0,Other
24566,other,9,26,802,9.0,0.0,0.0,0,3.9,0.0,0.0,0.0,Other
24569,other,12,60,2623,16.0,0.0,0.0,0,9.0,0.0,0.0,0.0,Other
24571,other,17,64,1590,20.0,0.0,0.0,0,9.6,0.0,0.0,0.0,Other
24572,other,279,2959,95298,1044.0,105.0,0.1005747126436781,297,503.25,103.95,10.037174721189592,20.655737704918035,Other
24574,other,43,387,14055,102.0,0.0,0.0,0,58.05,0.0,0.0,0.0,Other
24577,other,27,114,2800,56.0,0.0,0.0,0,17.1,0.0,0.0,0.0,Other
24578,other,36,241,7291,91.0,18.0,0.1978021978021978,47,45.55,16.45,19.50207468879668,36.11416026344676,Other
24579,other,23,186,10827,17.0,0.0,0.0,0,27.9,0.0,0.0,0.0,Other
24580,other,9,18,393,16.0,0.0,0.0,0,2.7,0.0,0.0,0.0,Other
24586,other,60,1027,51896,164.0,0.0,0.0,0,154.05,0.0,0.0,0.0,Other
24588,other,212,1555,54126,759.0,163.0,0.2147562582345191,333,299.85,116.55,21.414790996784568,38.86943471735867,Other
24589,other,24,112,4569,39.0,6.0,0.1538461538461538,17,20.2,5.95,15.178571428571429,29.455445544554458,Other
24590,other,138,723,27353,462.0,57.0,0.1233766233766233,89,126.25,31.15,12.309820193637622,24.673267326732677,Other
24592,other,439,7850,335666,1775.0,353.0,0.1988732394366197,1561,1489.7,546.35,19.88535031847133,36.675169497214206,Other
24593,other,20,88,2566,25.0,6.0,0.24,21,17.4,7.35,23.863636363636363,42.241379310344826,Other
24594,other,20,145,6379,27.0,0.0,0.0,0,21.75,0.0,0.0,0.0,Other
24595,other,3,411,12276,0.0,0.0,0.0,0,61.65,0.0,0.0,0.0,Other
24597,other,15,38,957,34.0,0.0,0.0,0,5.7,0.0,0.0,0.0,Other
24598,other,19,84,2387,24.0,0.0,0.0,0,12.6,0.0,0.0,0.0,Other
24599,other,14,50,1793,8.0,0.0,0.0,0,7.5,0.0,0.0,0.0,Other
24603,other,18,133,6662,35.0,0.0,0.0,0,19.95,0.0,0.0,0.0,Other
24605,other,201,3409,123371,696.0,175.0,0.2514367816091954,857,682.75,299.95,25.139337048987976,43.93262541193702,Other
24607,other,3,9,260,0.0,0.0,0.0,0,1.35,0.0,0.0,0.0,Other
24609,other,133,1640,63287,368.0,71.0,0.1929347826086956,316,309.2,110.6,19.26829268292683,35.769728331177234,Other
24612,other,3,21,360,0.0,0.0,0.0,0,3.15,0.0,0.0,0.0,Other
24613,other,14,167,6397,0.0,0.0,0.0,0,25.05,0.0,0.0,0.0,Other
24614,other,170,2063,85535,582.0,176.0,0.3024054982817869,623,434.05,218.05,30.1987396994668,50.23614790922705,Other
24620,other,24,104,2520,34.0,0.0,0.0,0,15.6,0.0,0.0,0.0,Other
24622,other,3,15,767,0.0,0.0,0.0,0,2.25,0.0,0.0,0.0,Other
24630,other,110,1035,32759,334.0,30.0,0.0898203592814371,92,173.64999999999998,32.2,8.88888888888889,18.543046357615896,Other
24631,other,36,390,26765,52.0,0.0,0.0,0,58.5,0.0,0.0,0.0,Other
24634,other,4,13,961,0.0,0.0,0.0,0,1.95,0.0,0.0,0.0,Other
24635,other,6,12,235,3.0,0.0,0.0,0,1.8,0.0,0.0,0.0,Other
24637,other,80,1375,49564,177.0,23.0,0.1299435028248587,178,241.85,62.3,12.945454545454544,25.75976845151953,Other
24639,other,37,738,64544,63.0,0.0,0.0,0,110.7,0.0,0.0,0.0,Other
24641,other,172,2144,89600,606.0,184.0,0.3036303630363036,650,451.6,227.5,30.31716417910448,50.37643932683791,Other
24646,other,7,32,1311,6.0,0.0,0.0,0,4.8,0.0,0.0,0.0,Other
24649,other,23,173,9448,48.0,0.0,0.0,0,25.95,0.0,0.0,0.0,Other
24651,other,162,1355,52241,501.0,202.0,0.4031936127744511,546,312.45,191.1,40.29520295202952,61.16178588574172,Other
24656,other,56,518,21007,111.0,6.0,0.054054054054054,28,83.3,9.8,5.405405405405405,11.764705882352942,Other
24701,other,421,4539,183273,1615.0,298.0,0.1845201238390093,837,848.25,292.95,18.44018506278916,34.53580901856764,Other
24712,other,29,413,12842,47.0,0.0,0.0,0,61.95,0.0,0.0,0.0,Other
24715,other,7,37,493,0.0,0.0,0.0,0,5.55,0.0,0.0,0.0,Other
24716,other,4,23,394,0.0,0.0,0.0,0,3.45,0.0,0.0,0.0,Other
24726,other,5,12,449,0.0,0.0,0.0,0,1.8,0.0,0.0,0.0,Other
24736,other,3,13,711,0.0,0.0,0.0,0,1.95,0.0,0.0,0.0,Other
24739,other,115,1867,95031,349.0,61.0,0.1747851002865329,326,345.25,114.1,17.461167648634174,33.04851556842867,Other
