zipcode,city_key,total_establishments,total_employment,total_payroll_K,detailed_establishments,power_establishments,power_estab_pct,power_employment,estimated_revenue_M,power_revenue_M,power_emp_pct,power_rev_pct,city_name,revenue_per_employee,distance_km,distance_squared,Revenue_Norm,Employment_Norm,Distance_Norm,Corporate_Score,threshold_90,payroll_per_employee,PayrollPerEmp_Norm,centroid_lat,centroid_lon,Travel_Time_Min,RevPerEmp_Norm,PowerShare_Norm,Time_Norm,Time_Squared,cluster,cluster_name
33418,miami,1180,10966,788524,5404.0,2640.0,0.4885270170244263,5357,2712.203,1842.808,48.850993981397046,69.02588079372676,Miami,247328.3786248404,42.3508501141028,1793.594505387201,0.0519831471348258,0.0612360021223714,0.9069421190598213,0.0941096185206039,0.0937587402177958,71906.25569943462,0.0589383946458016,26.86076238287524,-80.16642407832602,100.78333333333332,0.4885099398139705,0.4885099398139704,0.2237499556464819,0.0500640426518026,3,Periferia Empresarial
33431,miami,2893,35557,2589278,13937.0,6798.0,0.4877663772691397,17343,8789.162,5965.992,48.77520600725595,68.96099248479065,Miami,247185.13935371372,69.43767529027303,4821.590749717394,0.1684698425277871,0.198581362227373,0.7497933392440002,0.152083572801164,0.0937587402177958,72820.4854177799,0.0598010938433809,26.379705618666385,-80.10065351875748,66.46666666666667,0.4877520600725596,0.4877520600725595,0.1475632252551959,0.0217749054477157,3,Periferia Empresarial
33432,miami,2090,18006,1161956,9915.0,4976.0,0.5018658598083712,9036,4498.734,3108.384,50.18327224258581,70.15372329806347,Miami,249846.3845384872,64.35971914319245,4142.173448190612,0.0862284156000372,0.1005557262140802,0.7850541491345717,0.1053804296207904,0.0937587402177958,64531.600577585246,0.0519794116589452,26.344512853638328,-80.08161839993066,65.98333333333333,0.5018327224258582,0.5018327224258581,0.1464901727144736,0.0214593707019163,3,Periferia Empresarial
33458,miami,2531,21972,1181166,12105.0,4307.0,0.3558033870301528,7817,4883.073,2689.048,35.57709812488622,56.30453572604544,Miami,222240.71545603496,37.90516558554096,1436.801578067279,0.0935956497743397,0.1227065821441537,0.9254591741189974,0.1227459061403159,0.0937587402177958,53757.78263244129,0.0418128595226138,26.93478042541264,-80.12906604073372,99.46666666666668,0.3557709812488623,0.3557709812488622,0.2208268125183073,0.0487644811269956,3,Periferia Empresarial
33558,miami,589,5975,324673,2507.0,1137.0,0.4535301156761069,2709,1438.126,931.896,45.33891213389121,65.93303431730469,Miami,240690.5439330544,31.29744616267296,979.5301363054124,0.0275608959058512,0.0333603284090591,0.949190923870026,0.0949578184972643,0.0937587402177958,54338.57740585774,0.0423609178223281,28.158739423793477,-82.51597775966202,254.05,0.4533891213389123,0.4533891213389121,0.5640186164907102,0.3181169997480948,1,Corporate Hub
33578,miami,916,15891,926079,4101.0,1230.0,0.2999268471104608,4766,3363.879,1639.504,29.99181926876848,49.99026027540944,Miami,211684.53841797245,44.97004802062998,2022.3052189777663,0.0644748528887898,0.088743053422324,0.8950723521673218,0.1353383420953072,0.0937587402177958,58276.94921653767,0.0460773034666189,27.861874594935337,-82.34828473653356,228.78333333333333,0.299918192687685,0.2999181926876848,0.5079238698791563,0.2579866575930181,3,Periferia Empresarial
33602,miami,1832,33712,3421738,8692.0,5564.0,0.6401288541187299,21580,9303.98,7423.52,64.01281442809682,80.5842437692045,Miami,275984.21926910296,63.12551605841584,3984.830777641316,0.178338174295175,0.188276690217543,0.793220014180172,0.2705874946042452,0.0937587402177958,101499.11010915994,0.0868632490243685,27.953668845397576,-82.45670107029262,234.58333333333331,0.6401281442809681,0.6401281442809682,0.5208005003678243,0.2712331611833762,3,Periferia Empresarial
33606,miami,1470,22174,1313715,6820.0,3761.0,0.5514662756598241,12228,5748.062,4206.432,55.14566609542708,74.15146317376163,Miami,259225.3089203572,43.26579606192211,1871.9291088718348,0.110176263558514,0.1238347901365578,0.9028766624470476,0.2037458809956411,0.0937587402177958,59245.73825200686,0.0469914867476389,27.931202120039483,-82.46471247768379,236.21666666666667,0.5514566609542708,0.5514566609542708,0.5244266779192308,0.2750233405134006,3,Periferia Empresarial
33607,miami,2388,75808,6131199,11427.0,5178.0,0.4531373063796272,34351,18242.579,11816.744,45.313159560996205,65.9096889493131,Miami,240641.8715702828,40.71760155123828,1657.923076085402,0.349678454680945,0.4233907676841018,0.9139832769247188,0.376476943229002,0.0937587402177958,80877.99440692275,0.0674044416671671,27.966574932148784,-82.51607857599664,241.75,0.4531315956099621,0.453131595609962,0.5367112794199141,0.2880589974565611,0,Mega Corporações
33609,miami,1790,26689,1853448,8461.0,4018.0,0.4748847653941614,12674,6532.181,4359.856,47.48772902693994,67.84640915243608,Miami,244751.80786091648,25.70293258480588,660.6407434590758,0.1252067140033555,0.1490519143232148,0.965740838380602,0.2146233066490626,0.0937587402177958,69446.13885870583,0.0566169421904063,27.94289410555624,-82.51462426446143,239.0,0.4748772902693994,0.4748772902693994,0.5306059804813216,0.2815427065225446,1,Corporate Hub
33610,miami,1320,39343,2628496,6038.0,1714.0,0.2838688307386552,11168,8208.917,3841.792,28.38624405866355,48.04887493008648,Miami,208650.00127087408,32.43264384002493,1051.8763864539071,0.1573473678544696,0.2197268843028288,0.9454362544392516,0.2212049230039916,0.0937587402177958,66809.75014615052,0.0541291534200466,27.99720210193954,-82.38013021906349,235.01666666666668,0.2838624405866354,0.2838624405866355,0.5217625474732995,0.2722361559458272,1,Corporate Hub
33611,miami,920,9348,412934,4071.0,1709.0,0.4197985752886268,3924,2190.576,1349.856,41.97689345314506,62.79835390946502,Miami,234336.32862644416,69.66933891742872,4853.816785191548,0.0419842964830863,0.0521991678069759,0.7481208529710903,0.1158944571993246,0.0937587402177958,44173.51305091998,0.0327688069049335,27.890598070168025,-82.50575061240106,241.85,0.4197689345314506,0.4197689345314506,0.5369332902904084,0.2882973582220839,3,Periferia Empresarial
33612,miami,1421,32973,1891129,6575.0,1317.0,0.2003041825095057,6604,6358.971,2271.776,20.02850817335396,36.88355208042447,Miami,192853.88044763895,30.215378267488635,912.9690838474244,0.1218865236731238,0.1841492362255299,0.952645349613326,0.1816986474540222,0.0937587402177958,57353.86528371698,0.0452062491220018,28.050688062523957,-82.45103786089166,241.7,0.2002850817335396,0.2002850817335396,0.5366002739846669,0.2879398540404196,1,Corporate Hub
33614,miami,1647,22758,1298258,7697.0,1835.0,0.2384045732103417,5425,4552.815,1866.2,23.83777133315757,42.20663747304777,Miami,200053.3878196678,24.194024506834275,585.3508218372974,0.087265071758742,0.1270965399759837,0.9696482802532416,0.1573623426570544,0.0937587402177958,57046.225503119786,0.0449159494450836,28.00619434131433,-82.50597146580101,245.11666666666667,0.2383777133315758,0.2383777133315757,0.5441856453932215,0.296138016652037,1,Corporate Hub
33618,miami,1411,17625,877769,6555.0,2599.0,0.3964912280701754,6988,4052.607,2403.872,39.64822695035461,60.5193808999468,Miami,229935.1489361702,25.46167009701229,648.2966441290899,0.0776767929947875,0.0984277695551397,0.9663814799108764,0.1623869845140804,0.0937587402177958,49802.49645390071,0.0380805128881166,28.073192560110684,-82.49783291544946,247.0,0.3964822695035462,0.3964822695035461,0.5483668501208636,0.3007062023114777,1,Corporate Hub
33619,miami,1920,44614,2632772,9044.0,1802.0,0.1992481203007518,8889,8595.191,3057.816,19.924239028107767,36.73183862855524,Miami,192656.8117631237,48.49484577514599,2351.750066755195,0.1647516932376458,0.2491664106788796,0.8779746242749004,0.2108076749591737,0.0937587402177958,59012.23831084413,0.046771148021131,27.934992567007495,-82.37868701022846,232.16666666666663,0.1992423902810778,0.1992423902810776,0.5154352376642126,0.2656734842259634,3,Periferia Empresarial
33626,miami,1019,8322,480977,4564.0,2129.0,0.4664767747589833,3882,2023.608,1335.408,46.647440519105984,67.10623796117943,Miami,243163.66258111031,23.948781388348184,573.5441299868924,0.0387837564504199,0.0464687648356558,0.970261031085224,0.1152870891052198,0.0937587402177958,57795.842345590005,0.0456233141648189,28.062567326970942,-82.61527870909065,255.03333333333333,0.4664744051910599,0.4664744051910598,0.5662017233839038,0.3205843915629027,1,Corporate Hub
33629,miami,1257,7718,435135,5840.0,2779.0,0.4758561643835616,3672,1890.298,1263.168,47.57709251101321,67.9245283018868,Miami,244920.70484581497,54.22430075507248,2940.2747923765537,0.0362283925977371,0.0430953112346058,0.8474310122423512,0.108704009627887,0.0937587402177958,56379.24332728686,0.0442865616923728,27.921711393783877,-82.50987662774939,239.91666666666663,0.4757709251101322,0.4757709251101321,0.532641080127519,0.2837065202394101,3,Periferia Empresarial
33634,miami,1357,47875,2933802,6230.0,1820.0,0.2921348314606741,13985,10063.79,4810.84,29.21148825065274,49.05419286949114,Miami,210209.7127937337,36.410307447601184,1325.7104884288422,0.1929026556462136,0.267379709011701,0.931224646654764,0.2527920698065098,0.0937587402177958,61280.459530026106,0.0489115210438569,28.00773951027551,-82.54613435656832,244.6833333333333,0.2921148825065275,0.2921148825065274,0.5432235982877462,0.2950918777366867,0,Mega Corporações
33637,miami,488,16231,1230041,2005.0,871.0,0.4344139650872818,7050,3848.255,2425.2,43.43540139239727,64.18009441691702,Miami,237092.9086316308,56.13124219665252,3150.716350539265,0.0737596546403996,0.0906420173699349,0.8365093890237842,0.1575805135053517,0.0937587402177958,75783.4390980223,0.0625970407603507,28.04721971042607,-82.36115054395775,236.88333333333333,0.4343540139239727,0.4343540139239726,0.5259067503891927,0.2765779101049206,3,Periferia Empresarial
33647,miami,1359,17327,1356592,6337.0,2984.0,0.4708852769449266,8159,4227.736,2806.696,47.08835920817221,67.49589326021957,Miami,243996.9989034455,50.46417284952973,2546.6327413872136,0.0810337678365585,0.0967633835069396,0.8678604854007157,0.1695819609447454,0.0937587402177958,78293.53032838921,0.0649656508009515,28.13400026140321,-82.36019638800958,242.06666666666663,0.4708835920817222,0.4708835920817221,0.537414313843146,0.2888141447234994,3,Periferia Empresarial
33701,miami,1490,20892,1440886,6886.0,3876.0,0.5628812082486204,11759,5460.711,4045.096,56.28470227838407,75.02643284235089,Miami,261378.0873061459,52.956464120276216,2804.3870921221023,0.1046681519507407,0.1166745790164483,0.8544833942679071,0.1947959829371657,0.0937587402177958,68968.31322994447,0.0561660491837107,27.771137936836567,-82.63258610470814,224.83333333333331,0.5628470227838408,0.5628470227838407,0.4991544404946323,0.2491551554655094,3,Periferia Empresarial
33702,miami,1107,13277,897479,5046.0,2233.0,0.4425287356321839,5875,3168.31,2021.0,44.24945394290879,64.93660292747627,Miami,238631.4679520976,28.08469728043389,788.7502213336107,0.0607260722023797,0.0741433717780446,0.9590921352428348,0.141131481805051,0.0937587402177958,67596.52029826015,0.0548715773046396,27.84672289003004,-82.63070844725011,233.16666666666663,0.442494539429088,0.4424945394290878,0.5176553463691553,0.2679670576245702,1,Corporate Hub
33706,miami,690,7775,435930,3051.0,1215.0,0.3982300884955752,3096,1790.269,1065.024,39.81993569131833,60.69058220616651,Miami,230259.67845659165,26.88272856574109,722.681095139312,0.034310978369097,0.0434136669552347,0.9625210306994832,0.1003384909095621,0.0937587402177958,56068.167202572346,0.0439930193607332,27.74150933267233,-82.75142894152317,227.58333333333331,0.3981993569131834,0.3981993569131832,0.505259739433225,0.2552874042921304,1,Corporate Hub
33716,miami,580,32975,2958037,2414.0,1144.0,0.4739022369511185,15626,8064.439,5375.344,47.38741470811221,67.75858117190839,Miami,244562.2137983321,18.353984463256783,336.8687456774714,0.1545779292624067,0.1841604066016923,0.9825441532741332,0.2370883013189369,0.0937587402177958,89705.44351781653,0.075734331969162,27.87773162539091,-82.65063622365138,229.61666666666667,0.4738741470811221,0.4738741470811221,0.5097739604666086,0.2598694907698114,1,Corporate Hub
33756,miami,1185,16404,870358,5330.0,1924.0,0.3609756097560975,5921,3661.689,2036.824,36.09485491343575,56.85771510096576,Miami,223219.27578639355,13.929921905238771,194.04272428605097,0.0701834487103147,0.091608254907984,0.9899566244849668,0.150690224263055,0.0937587402177958,53057.66886125336,0.0411522076355682,27.944205812158994,-82.792166132268,245.21666666666667,0.3609485491343575,0.3609485491343575,0.5444076562637158,0.2963796961985521,1,Corporate Hub
33759,miami,611,11801,741940,2603.0,1070.0,0.4110641567422205,4850,2745.805,1668.4,41.098212015930855,61.94916336696896,Miami,232675.6207101093,25.338246982719408,642.0267601572892,0.052627249874139,0.0658996341701806,0.9667068781400188,0.1295063263111303,0.0937587402177958,62870.94314041183,0.0504123571104488,27.975593635425064,-82.71094604729691,236.05,0.4109821201593086,0.4109821201593086,0.5240566598017404,0.2746353826825571,1,Corporate Hub
33762,miami,796,16404,1038157,3349.0,977.0,0.2917288742908331,4785,3446.985,1646.04,29.1697147037308,49.00368679775281,Miami,210130.7607900512,59.42586894917901,3531.4339003649984,0.0660678771805988,0.091608254907984,0.8167506794409665,0.1370475115925536,0.0937587402177958,63286.8202877347,0.0508047933593342,27.89824487298779,-82.67969682838915,231.21666666666667,0.291697147037308,0.291697147037308,0.513326134394517,0.2635037202524177,3,Periferia Empresarial
33764,miami,711,11896,648824,3023.0,1158.0,0.3830631822692689,4556,2704.964,1567.264,38.29858776059179,59.15566107731117,Miami,227384.3308675185,58.2283057335805,3390.5355886033235,0.0518443857596133,0.0664302270378955,0.8240631052119417,0.127058047756336,0.0937587402177958,54541.3584398117,0.0425522691115785,27.93728468006329,-82.74058708841781,236.66666666666663,0.382985877605918,0.3829858776059179,0.525425726836455,0.276072194421617,3,Periferia Empresarial
33801,miami,1087,20664,987539,4845.0,1508.0,0.3112487100103199,6431,4418.379,2212.264,31.12175764614789,51.32130968124402,Miami,213820.1219512195,9.547380482360095,91.15247407495048,0.0846881240811539,0.1154011561339328,0.9952964848979032,0.1584903636558777,0.0937587402177958,47790.31165311653,0.036181744801514,28.04008406609353,-81.894766620933,229.46666666666667,0.311217576461479,0.3112175764614789,0.5094409441608672,0.2595300755875158,1,Corporate Hub
33811,miami,573,24274,1452165,2335.0,418.0,0.1790149892933618,4345,4583.675,1494.68,17.899810496827882,33.718764550675154,Miami,188830.6418390047,54.00608921903164,2916.657672734005,0.0878566142423801,0.135563685107096,0.8486567077964788,0.1470408337448272,0.0937587402177958,59823.88563895526,0.0475370468807154,27.979338539667367,-82.01866675748786,236.46666666666667,0.1789981049682789,0.1789981049682788,0.5249817050954665,0.2756057906849433,3,Periferia Empresarial
33901,miami,1286,19195,1136271,5914.0,2101.0,0.3552587081501522,6819,4264.016,2345.736,35.52487626986194,56.248453353130415,Miami,222142.01615003904,48.89958386812525,2391.169302475815,0.0817292040422095,0.1071965148426373,0.8759288209465881,0.1317398825826418,0.0937587402177958,59196.196926282886,0.0469447378167176,26.62304460804098,-81.88226729028703,143.11666666666667,0.3552487626986193,0.3552487626986194,0.3177345574890591,0.1009552490227682,3,Periferia Empresarial
33907,miami,1455,19556,996195,6803.0,2458.0,0.3613111862413641,7065,4366.465,2430.36,36.12701984045817,56.89191054665931,Miami,223280.06749846597,20.37958263042503,415.3273881903216,0.0836930062426708,0.1092127677399536,0.9784722592088788,0.131818824758185,0.0937587402177958,50940.6320310902,0.0391544974999437,26.56445837964248,-81.87172050809629,137.71666666666667,0.3612701984045818,0.3612701984045817,0.3057459704823682,0.0934805984662051,1,Corporate Hub
33913,miami,909,18900,1216712,3962.0,1431.0,0.3611812216052498,6826,4219.614,2348.144,36.11640211640212,56.88062473215562,Miami,223260.0,51.19842817330878,2621.279047417458,0.0808780806022063,0.1055488843586807,0.8639864462791756,0.1306662304708748,0.0937587402177958,64376.2962962963,0.0518328610971333,26.5171815399879,-81.6971275955052,141.23333333333332,0.3611640211640211,0.3611640211640212,0.3135533527614169,0.0983157050279255,3,Periferia Empresarial
34102,miami,1480,17449,1140786,6990.0,2418.0,0.3459227467811159,6036,3845.399,2076.384,34.59224024299387,55.237871122092784,Miami,220379.3340592584,50.4177971863139,2541.9542731202814,0.0737049091662172,0.097444776452847,0.8681032913754364,0.1149188364458238,0.0937587402177958,65378.30248151757,0.0527783892446152,26.13749408688179,-81.79774108997464,118.61666666666666,0.3459224024299387,0.3459224024299386,0.2633418942179613,0.0693489532503039,3,Periferia Empresarial
34108,miami,881,14169,1153852,3978.0,1690.0,0.4248366013071895,6019,3333.786,2070.536,42.4800621074176,63.27891503837317,Miami,235287.31738301925,47.80455082320627,2285.2750794085114,0.0638980127086174,0.0791253595464827,0.8814245833590189,0.1111571345735165,0.0937587402177958,81434.96365304539,0.0679300173644612,26.2455365437913,-81.80789483919503,121.7,0.424800621074176,0.424800621074176,0.2701872293915348,0.0730011389262738,3,Periferia Empresarial
34109,miami,1729,19634,1018889,8095.0,2676.0,0.3305744286596664,6490,4269.88,2232.56,33.05490475705409,53.53397280290353,Miami,217473.76999083225,25.93812772594484,672.7864699274285,0.0818416086152507,0.1096484124102879,0.965110492125037,0.1207562989975189,0.0937587402177958,51894.112254252825,0.040054234849238,26.2407148186262,-81.76364547636719,118.61666666666666,0.330549047570541,0.3305490475705409,0.2633418942179613,0.0693489532503039,1,Corporate Hub
34110,miami,1013,11097,575017,4497.0,1716.0,0.3815877251501001,4234,2520.261,1456.496,38.15445615932234,59.00810321142015,Miami,227111.92214111923,26.74318714364093,715.1980585998016,0.0483038909003974,0.0619676617610098,0.962909389854057,0.0947357781323524,0.0937587402177958,51817.33801928449,0.0399817879908906,26.29621288046698,-81.78513157872473,125.41666666666669,0.3815445615932235,0.3815445615932234,0.2784386334115721,0.0775280725761038,1,Corporate Hub
33487,miami,1640,27343,2496700,7621.0,3687.0,0.483794777588243,13228,6738.257,4550.432,48.37801265406137,68.61961894457578,Miami,246434.443916176,41.72958058620103,1741.357895900246,0.1291568989955202,0.1527046273283253,0.9096531262012474,0.1320087796129178,0.0937587402177958,91310.39022784623,0.0772488159233767,26.40985322810184,-80.0894255672167,67.45,0.4837801265406137,0.4837801265406137,0.1497463321483897,0.0224239639918958,3,Periferia Empresarial
33511,miami,2074,23743,926978,9950.0,2635.0,0.2648241206030151,6287,4868.408,2162.728,26.47938339721181,45.66338441744399,Miami,205046.03462073032,36.60907942173347,1340.224696106789,0.0933145424988196,0.1325979502359742,0.930471379529399,0.1631508468131183,0.0937587402177958,39042.15979446574,0.0279266821653754,27.90987692434202,-82.29403069021451,232.66666666666663,0.2647938339721182,0.2647938339721181,0.516545292016684,0.2668190387046013,1,Corporate Hub
60007,chicago,2512,43460,3049008,11900.0,1715.0,0.1441176470588235,6263,7920.007,2154.472,14.410952600092038,28.205903546245302,Chicago,182236.70041417397,20.89894531185449,436.7659151478848,0.15180937242518,0.2427211036331648,0.9773596295750944,0.0952978066775497,0.0937587402177958,70156.64979291303,0.057287405204802,42.0143434565078,-87.9983118131412,42.21666666666667,0.1441095260009204,0.1441095260009204,0.0937255891603338,0.0087844860634516,1,Corporate Hub
60008,chicago,1030,23667,2147397,4652.0,1774.0,0.38134135855546,9025,5374.11,3104.6,38.13326572865171,58.98637734474935,Chicago,227071.87222715173,47.01120768648742,2210.0536481420536,0.1030081334599584,0.1321734759418023,0.8853284706777887,0.0942213968297969,0.0937587402177958,90733.8065661047,0.0767047313761996,42.07387654330879,-88.02285599029923,43.68333333333333,0.3813326572865172,0.381332657286517,0.0969817485942499,0.0094054595603982,3,Periferia Empresarial
60015,chicago,1429,36914,4419879,6654.0,3194.0,0.4800120228434024,17719,9070.561,6095.336,48.00075851980278,68.29334096840621,Chicago,245721.43360242725,52.56847592573405,2763.4446611544804,0.1738638627271803,0.2061604624535731,0.8566082493040726,0.1321545961083805,0.0937587402177958,119734.49097903234,0.1040707933956726,42.17237344990336,-87.87486959117292,45.083333333333336,0.4800075851980278,0.4800075851980278,0.1000899007811697,0.0100179882383844,3,Periferia Empresarial
60018,chicago,1609,43289,3275512,7416.0,2263.0,0.305151024811219,13209,9206.296,4543.896,30.51352537596156,50.60836439467332,Chicago,212670.56296056736,25.797311100511656,665.5012600165819,0.1764657103946014,0.2417660364712781,0.9654885843536304,0.1048482365589945,0.0937587402177958,75666.15075423318,0.0624863633692728,41.996284105585374,-87.89844344390274,30.03333333333333,0.3051352537596157,0.3051352537596156,0.0666772647717811,0.0044458576374462,1,Corporate Hub
60045,chicago,934,22256,2927240,4144.0,1913.0,0.4616312741312741,10274,5391.466,3534.256,46.1628324946082,66.67470147593266,Chicago,242247.7534148095,29.60257907476211,876.3126878775437,0.1033408233934005,0.1242927755592169,0.9545477654138405,0.1049591260556936,0.0937587402177958,131525.88066139468,0.1151975618797798,42.23867904957542,-87.86630113320574,52.63333333333333,0.4616283249460821,0.461628324946082,0.1168517215034876,0.0136543248183286,1,Corporate Hub
60047,chicago,1553,21481,1244815,7112.0,2287.0,0.3215691788526434,6907,4634.978,2376.008,32.1539965550952,52.51273473732228,Chicago,215771.05348912996,52.92969178713948,2801.5522726815807,0.0888400200764075,0.1199642547962802,0.8546305174411641,0.0937897759477972,0.0937587402177958,57949.58335273032,0.0457683895663657,42.20203923133341,-88.04524481366765,57.03333333333333,0.3215399655509521,0.321539965550952,0.1266201998052358,0.0160326749987178,3,Periferia Empresarial
60062,chicago,2823,46619,4386894,13578.0,5848.0,0.4306967152747091,20078,11020.687,6906.832,43.06827688281602,63.83550817780886,Chicago,236399.0433085223,58.65717661098399,3440.664367972167,0.2112450155932592,0.2603647127817029,0.8214614915123802,0.1476660818441015,0.0937587402177958,94100.98886720008,0.079882122584304,42.12662154844454,-87.84234828991448,47.55,0.4306827688281603,0.4306827688281602,0.1055661689200286,0.011144216020452,3,Periferia Empresarial
60069,chicago,513,20477,2066881,2111.0,931.0,0.4410232117479867,9030,4880.605,3106.32,44.09825658055379,64.79687548051788,Chicago,238345.70493724663,39.43623574071917,1555.216689397576,0.0935483417105154,0.1143567259627467,0.9193135950773604,0.0976161795368768,0.0937587402177958,100936.70947892756,0.0863325480827083,42.19596279547826,-87.9243637507844,51.28333333333333,0.4409825658055379,0.4409825658055378,0.1138545747518149,0.0129628641919166,3,Periferia Empresarial
60089,chicago,1462,23674,1780143,6736.0,2371.0,0.3519893111638955,8332,5244.218,2866.208,35.19472839401875,55.89266890273119,Chicago,221518.03666469545,42.81145451549559,1832.820637732348,0.1005182878253272,0.1322125722583708,0.9049063375272396,0.0984530139735215,0.0937587402177958,75194.01030666554,0.0620408350987649,42.16738084829464,-87.96080444974984,52.2,0.3519472839401876,0.3519472839401875,0.1158896743980125,0.0134304166320773,3,Periferia Empresarial
60123,chicago,1429,28875,1642201,6506.0,1484.0,0.2280971411005226,6586,5720.379,2265.584,22.808658008658007,40.80942559463215,Chicago,198108.36363636365,47.17362584768113,2225.350975617009,0.1096456196643289,0.1612611354687369,0.884534560727724,0.0973088082816615,0.0937587402177958,56872.76190476191,0.0447522631153683,42.040106680637486,-88.31165401280302,55.016666666666666,0.2280865800865802,0.22808658008658,0.1221429805836012,0.0149189077058459,3,Periferia Empresarial
60126,chicago,1831,30185,1926211,8560.0,2752.0,0.3214953271028037,9704,6512.731,3338.176,32.14841808845453,52.50635768448879,Chicago,215760.51018717905,29.196500404083725,852.4356358456611,0.1248338850562797,0.1685777318551202,0.955786951096265,0.0997366782635285,0.0937587402177958,63813.51664734139,0.0513018025001255,41.89626442474354,-87.94194211598096,41.66666666666666,0.3214841808845454,0.3214841808845453,0.0925045293726153,0.008557087954449,1,Corporate Hub
60148,chicago,1908,27119,1708098,8964.0,2640.0,0.2945113788487282,7986,5712.799,2747.184,29.447988495151,49.33937034977626,Chicago,210656.6982558354,31.290393143418672,979.0887030697024,0.109500321802178,0.1514535451981345,0.9492138336389836,0.0972119532996769,0.0937587402177958,62985.28706810723,0.0505202560473259,41.87502000928946,-88.01857974427709,48.7,0.2944798849515101,0.29447988495151,0.1081192939307128,0.0116897817200758,1,Corporate Hub
60173,chicago,2267,52699,4048304,10809.0,4311.0,0.398834304746045,21018,12140.747,7230.192,39.88310973642764,60.75344077896014,Chicago,230379.07740184825,51.99906054951022,2703.90229803163,0.2327149791131447,0.2943226563154514,0.8596984148647555,0.1497421897531596,0.0937587402177958,76819.37038653485,0.0635745818240612,42.05289675138396,-88.05260799098836,44.5,0.3988310973642764,0.3988310973642764,0.0987948373699531,0.0097604198909554,0,Mega Corporações
60174,chicago,1412,21443,1156622,6366.0,2091.0,0.3284637134778511,7043,4654.792,2422.792,32.84521755351397,53.29780218592232,Chicago,217077.4611761414,55.18441303372309,3045.319441876547,0.0892198263878399,0.1197520176491943,0.8419793415125693,0.0989648653797589,0.0937587402177958,53939.37415473581,0.0419842156461647,41.92757901396416,-88.29907859073143,64.23333333333333,0.3284521755351398,0.3284521755351396,0.1426049824808238,0.020336181028356,3,Periferia Empresarial
60181,chicago,1349,25280,2024545,6184.0,2055.0,0.3323091849935317,8400,5506.0,2889.6,33.22784810126582,53.72807017543859,Chicago,217800.6329113924,52.515995347014176,2757.9297672876146,0.1055362779242172,0.1411823843167918,0.856894464600282,0.094544951742373,0.0937587402177958,80084.84968354431,0.0666560025137547,41.87800345064906,-87.97629169114681,45.25,0.3322784810126583,0.3322784810126582,0.1004599188986602,0.0100921953051253,3,Periferia Empresarial
60201,chicago,1377,20607,1874351,6404.0,2416.0,0.3772642098688319,7774,4663.371,2674.256,37.72504488765953,58.56624729597383,Chicago,226300.3348376765,19.881761038035343,395.2844219735402,0.0893842736648046,0.1150828004133039,0.9795124611875816,0.0955011882806426,0.0937587402177958,90957.00490124714,0.0769153491462902,42.05559019883959,-87.69302167623115,55.16666666666666,0.3772504488765954,0.3772504488765953,0.1224759968893426,0.0150003698140382,1,Corporate Hub
60515,chicago,1830,50793,4462724,8536.0,3154.0,0.369493908153702,18767,11419.878,6455.848,36.94800464630953,57.75807111107204,Chicago,224831.72878152505,45.28394657726077,2050.635817612208,0.2188969415681772,0.2836772878326677,0.8936020336307019,0.1450506248471311,0.0937587402177958,87861.00446911975,0.0739938546521759,41.80989207012215,-88.02469163369285,46.18333333333333,0.3694800464630954,0.3694800464630953,0.1025320203566068,0.0105128151984076,0,Mega Corporações
60563,chicago,1973,36179,2978824,9270.0,4253.0,0.4587918015102481,16598,8744.767,5709.712,45.87744271538738,66.41894711568693,Chicago,241708.36673208216,38.962597281755166,1518.083986940235,0.1676188532678677,0.2020553492138847,0.9212407305199364,0.1347596929238365,0.0937587402177958,82335.71961635203,0.0687800022546548,41.79931393019378,-88.16884379587498,50.68333333333333,0.4587744271538739,0.4587744271538738,0.1125225095288492,0.0126613151506699,3,Periferia Empresarial
60601,chicago,2353,87671,12143595,11320.0,7177.0,0.6340106007067138,55584,24094.381,19120.896,63.40066840802546,80.16664297237658,Chicago,274827.26329116814,25.61247930831409,655.9990963188174,0.4618492093419394,0.4896478538914798,0.9659817333902284,0.2513169089783053,0.0937587402177958,138513.24839456604,0.1217910869158164,41.8852153869416,-87.62172714033254,52.88333333333333,0.6340066840802547,0.6340066840802546,0.1174067486797233,0.0137843446355437,0,Mega Corporações
60602,chicago,1696,34595,3520053,8109.0,5137.0,0.6334936490319398,21915,9504.16,7538.76,63.34730452377512,80.13006346470266,Chicago,274726.40554993495,53.76808783798637,2891.007269753418,0.1821753413196296,0.1932084112932503,0.8499879279186079,0.1498469278456245,0.0937587402177958,101750.33964445729,0.0871003180171612,41.88304048114473,-87.62907853322905,52.18333333333333,0.633473045237751,0.6334730452377513,0.1158526725862634,0.0134218417453799,3,Periferia Empresarial
60603,chicago,1528,57717,9556766,7267.0,4383.0,0.6031374707582221,34811,15525.414,11974.984,60.3132525945562,78.00284895724964,Chicago,268992.0474037112,25.40288550005482,645.3065917288953,0.2975942507744491,0.3223491301069563,0.9665366594581284,0.194236147510811,0.0937587402177958,165579.7425368609,0.1473319792203291,41.88026159187856,-87.62739621130325,51.73333333333333,0.6031325259455619,0.603132525945562,0.1148536236690391,0.0131913548699092,0,Mega Corporações
