city,city_key,corp_mean_dist,corp_median_dist,corp_max_dist,corp_min_dist,corp_std_dist,corp_weighted_dist,corp_radius,hh_mean_dist,hh_median_dist,hh_max_dist,hh_min_dist,hh_radius,corp_zip_count,hh_zip_count
Chicago,chicago,40.12202798330338,41.01437308271307,62.910616394343606,17.232991906231405,11.649223356206544,37.50262161687971,54.2159771119406,24.239752610779178,23.99174451824996,38.15508079233703,19.14727445436753,29.700034702667065,98,20
Los Angeles,los_angeles,43.523853818067096,42.65749772944126,101.42888643915344,10.51449426514124,16.04487901801208,40.93188353204068,63.83849783606141,44.76965659295301,44.87112238332041,101.42888643915344,5.67533205110474,83.95629772893739,224,46
Dallas,dallas,40.29161171748435,40.29422085724661,62.50236022521392,4.640900472045372,13.266217598844907,38.55405114685165,56.659593773712686,27.42449238042241,24.13647167848744,57.31392894232173,10.177758262505174,41.02240561735497,94,17
New York,new_york,42.44687493227335,43.736225561320005,138.81233494488143,13.231117338321456,16.854761123503753,34.95915879566467,59.18368274532484,43.18786688758249,41.920662738304046,138.81233494488143,15.285999854866994,66.36480810096656,189,132
San Francisco,san_francisco,40.54900073534213,43.2610295111799,65.26367471851324,2.252753721668697,13.416129751483863,37.14797225806212,56.98898898246481,36.69670821756538,36.068240527285845,68.23902048948342,16.016254847949774,55.19583284620781,94,23
Miami,miami,46.10134416062714,48.49484577514599,77.48957243294582,10.981804722655694,13.514357505546698,43.299593690323576,62.892837130540734,43.44275898054571,41.43698804274534,77.48957243294582,15.332506710564546,73.39660230252879,135,6
Houston,houston,43.731784071983625,45.9150741206863,66.42604695968298,8.836128129356853,12.192933570818663,40.168288274086585,58.17249085354202,40.43888549529191,32.71136199618742,92.43666805461922,22.69112343434229,59.35887708050592,80,28
