airport_code,city_name,city_key,date,hour,day_of_week,month,year,type,airline_normalized,seatguru_aircraft_model,first_class_seats,business_class_seats,premium_total,distance_km,orig_icao,dest_icao
KLAX,Los Angeles,los_angeles,2025-10-05,21.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 737-800 (73H),16,0,16,2028.28,KDFW,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,21.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2020.81,KDFW,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,20.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 737-900ER (739),20,0,20,2760.59,KMSY,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,21.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Airbus A319 (319),12,0,12,1982.32,KSAT,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,20.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 737-900ER (739),20,0,20,2913.08,KBNA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,21.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Airbus A320 (32K) Layout 1,16,0,16,2039.33,KAUS,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 787-9 (789) Layout 1,0,64,64,12044.2,VHHH,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,20.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Airbus A319 (319),12,0,12,2214.83,KMCI,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,18.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,3896.37,KMIA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,Lufthansa,Airbus A340-300 (343) Layout 1,0,30,30,10388.1,EDDF,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 787-9 (789) Layout 1,0,64,64,10810.7,ZSPD,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,20.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2032.7,KDFW,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,18.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737-800 (738) Layout 1,16,0,16,3408.24,KCLE,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,20.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Embraer ERJ-175 (E75) Layout 1,12,0,12,2259.06,KXNA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,20.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Embraer ERJ-175 (E75) Layout 1,12,0,12,2095.56,KTUL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,18.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,3953.6,KPHL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,18.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,3473.81,KCLT,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,20.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1861.13,CYVR,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,13.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Airbus A350-900 (359),0,32,32,9006.21,RJTT,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,19.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Airbus A321 (321) Layout 1,20,0,20,3196.74,KATL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 787-9 (789) Layout 1,0,64,64,9458.12,EGLL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,20.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Embraer ERJ-175 (E75) Layout 1,12,0,12,1936.24,KOKC,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,20.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Embraer ERJ-175 (E75) Layout 1,12,0,12,1992.64,KSAT,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,19.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737-900 (739) Layout 1,20,0,20,2261.04,KIAH,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,19.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Airbus A320 (32K) Layout 1,16,0,16,2040.55,KAUS,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,Lufthansa,Airbus A380-800 (388),8,78,86,10120.0,EDDM,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 787-10 (781),0,122,122,9100.78,RJTT,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,17.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,3453.46,KCLT,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,17.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737-900 (739) Layout 1,20,0,20,3713.33,KIAD,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,19.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1788.7,MMSD,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,19.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2025.95,KAUS,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,19.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737-800 (738) Layout 1,16,0,16,1553.56,MMSD,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,6.0,Sunday,10.0,2025.0,ARRIVAL,Emirates,Airbus A380-800 (388) Three Class Layout 1,14,76,90,13721.6,OMDB,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,16.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 777-200 (772) Layout 1,0,50,50,3999.87,KEWR,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,17.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2859.66,KORD,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,16.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 737-900ER (739),20,0,20,3279.62,KDTW,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,15.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 767-300ER (76H/76Z) Layout 3,0,36,36,4062.34,KJFK,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,16.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,3458.86,KCLT,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,10.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Boeing 787-9 (789),0,30,30,9243.68,RJTT,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,15.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,4041.1,KJFK,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,17.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737-900 (739) Layout 1,20,0,20,2252.57,KIAH,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,5.0,Sunday,10.0,2025.0,ARRIVAL,Qatar Airways,Airbus A350-1000 (351) Qsuite Layout,0,46,46,13740.3,OTHH,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,9.0,Sunday,10.0,2025.0,ARRIVAL,Air France,Boeing 777-300ER (77W) Caribbean,0,14,14,9822.62,LFPG,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,18.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 737-800 (73H),16,0,16,1668.41,KSEA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,15.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Boeing 737 MAX 8 (7M8),16,0,16,3930.7,KMIA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,14.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,3889.66,KPHL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,16.0,Sunday,10.0,2025.0,ARRIVAL,AeroMexico,Boeing 737 MAX 8 (7M8),0,34,34,2619.37,MMMX,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,8.0,Sunday,10.0,2025.0,ARRIVAL,Lufthansa,Boeing 747-8 (748),8,80,88,9867.5,EDDF,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,14.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 767-300ER (76H/76Z) Layout 3,0,36,36,4056.96,KJFK,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,16.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2024.01,KDFW,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,14.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 787-9 (789) Layout 1,0,64,64,4003.12,KEWR,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,13.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,4039.88,KJFK,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,14.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2832.5,KORD,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,15.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Airbus A321 (321) Layout 1,20,0,20,2519.95,KMSP,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,7.0,Sunday,10.0,2025.0,ARRIVAL,Air France,Airbus A350-900 (359),0,34,34,9860.26,LFPG,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,13.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 767-300ER (76H/76Z) Layout 3,0,36,36,4029.88,KJFK,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,9.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 787-9 (789) Layout 1,0,64,64,8950.85,RJAA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,15.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737-900 (739) Layout 1,20,0,20,2269.91,KIAH,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,14.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2832.92,KORD,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,15.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,2025.69,KDFW,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,13.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,3898.04,KDCA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,4369.24,KBOS,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,13.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,3907.99,KPHL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,13.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 767-300ER (76H/76Z) Layout 3,0,36,36,3200.28,KATL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,13.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,3450.73,KCLT,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,3929.85,KMIA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,14.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2023.81,KDFW,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737 MAX 9 (7M9),20,0,20,4309.17,KBOS,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,13.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 737-900ER (739),20,0,20,2909.23,KBNA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,3654.53,KMCO,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 737-900ER (739),20,0,20,3648.47,KRDU,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,13.0,Sunday,10.0,2025.0,ARRIVAL,AeroMexico,Boeing 787-8 (788),0,41,41,2587.2,MMMX,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,14.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Bombardier CRJ-700 (CR7) Layout 1,9,0,9,1673.58,KSEA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,4047.97,KJFK,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,14.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 737-800 (73H),16,0,16,1659.1,KSEA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737 MAX 9 (7M9),20,0,20,2825.18,KORD,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737 MAX 9 (7M9),20,0,20,3772.07,KBWI,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,3944.65,KMIA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 767-300ER (76H/76Z) Layout 3,0,36,36,3248.86,KDTW,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2831.46,KORD,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,3460.07,KCLT,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,13.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,2037.35,KDFW,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,3659.27,KRDU,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,13.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737-900 (739) Layout 1,20,0,20,2029.12,KAUS,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 737-800 (73H),16,0,16,2752.08,KMSY,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737 MAX 9 (7M9),20,0,20,3365.09,KCLE,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,13.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737-900 (739) Layout 1,20,0,20,1672.18,KSEA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,10.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,4147.24,KJFK,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737-900 (739) Layout 1,20,0,20,2254.46,KIAH,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Embraer ERJ-175 (E75) Layout 1,12,0,12,2611.32,KSTL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Embraer ERJ-175 (E75) Layout 1,12,0,12,1926.33,KOKC,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,10.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,3988.03,KPHL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Airbus A320 (32K) Layout 1,16,0,16,2030.62,KAUS,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Airbus A319 (319),12,0,12,2235.6,KMCI,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,2071.04,KDFW,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Airbus A319 (319),12,0,12,2254.62,KIAH,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Embraer ERJ-175 (E75) Layout 1,12,0,12,2033.83,KAUS,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2823.51,KORD,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,12.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Embraer ERJ-175 (E75) Layout 1,12,0,12,1987.54,KSAT,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,6.0,Sunday,10.0,2025.0,ARRIVAL,LATAM,Boeing 767-300ER (76W) Layout 1,0,20,20,6804.62,SPJC,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2034.47,KDFW,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 737-800 (73H),16,0,16,2027.49,KDFW,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737 MAX 9 (7M9),20,0,20,2263.99,KIAH,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,9.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,4287.42,PHNL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,1.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 787-9 (789) Layout 1,0,64,64,12158.1,VHHH,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,11.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Airbus A319 (319),12,0,12,1984.78,KSAT,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,2.0,Sunday,10.0,2025.0,ARRIVAL,LATAM,Boeing 787-8 (788),0,30,30,9434.62,SCEL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-04,23.0,Saturday,10.0,2025.0,ARRIVAL,United,Boeing 787-9 (789) Layout 1,0,64,64,12855.7,YMML,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,8.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 767-300ER (76H/76Z) Layout 3,0,36,36,4154.56,PHNL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,3.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Boeing 787-9 (789),0,30,30,9223.27,RJTT,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,0.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 787-9 (789) Layout 1,0,64,64,12407.6,YSSY,KLAX
KLAX,Los Angeles,los_angeles,2025-10-04,23.0,Saturday,10.0,2025.0,ARRIVAL,Delta,Airbus A350-900 (359),0,32,32,12475.1,YSSY,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,8.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737 MAX 9 (7M9),20,0,20,3870.22,MSLP,KLAX
KLAX,Los Angeles,los_angeles,2025-10-04,23.0,Saturday,10.0,2025.0,ARRIVAL,American Airlines,Boeing 777-300ER (77W),8,52,60,12184.5,YSSY,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,7.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737 MAX 9 (7M9),20,0,20,3734.63,KUNV,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,7.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 777-200 (772) Layout 1,0,50,50,4168.73,PHNL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,2.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737-900 (739) Layout 1,20,0,20,3770.04,KIAD,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,2.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,4032.86,KMIA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,3.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Airbus A321 (321) Layout 1,20,0,20,3242.64,KATL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,1.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,4094.68,KJFK,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,1.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,4237.05,PHNL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,1.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,3881.58,KPHL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,1.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,4150.88,PHKO,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,2.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2857.65,KORD,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,0.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737-900 (739) Layout 1,20,0,20,4004.03,KEWR,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,0.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,4026.56,KJFK,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,2.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2030.28,KDFW,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,2.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737-900 (739) Layout 1,20,0,20,2244.12,KIAH,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,0.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,3878.17,KMIA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,2.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 737-800 (73H),16,0,16,1672.5,KSEA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,0.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,4286.29,PHLI,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,1.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Embraer ERJ-175 (E75) Layout 1,12,0,12,2264.11,KIAH,KLAX
KLAX,Los Angeles,los_angeles,2025-10-04,23.0,Saturday,10.0,2025.0,ARRIVAL,United,Boeing 737 MAX 9 (7M9),20,0,20,3803.19,KBWI,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,0.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,3465.31,KCLT,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,2.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Airbus A321 (321) Layout 1,20,0,20,1673.62,KSEA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-04,23.0,Saturday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,4283.55,PHNL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,0.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,2860.2,KORD,KLAX
KLAX,Los Angeles,los_angeles,2025-10-04,22.0,Saturday,10.0,2025.0,ARRIVAL,United,Boeing 737 MAX 9 (7M9),20,0,20,4295.34,KBOS,KLAX
KLAX,Los Angeles,los_angeles,2025-10-04,23.0,Saturday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,4204.02,PHOG,KLAX
KLAX,Los Angeles,los_angeles,2025-10-04,23.0,Saturday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321neo ACF,20,0,20,3903.82,KPHL,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,1.0,Sunday,10.0,2025.0,ARRIVAL,United,Boeing 737-900 (739) Layout 1,20,0,20,2265.47,KIAH,KLAX
KLAX,Los Angeles,los_angeles,2025-10-04,22.0,Saturday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,4379.99,KBOS,KLAX
KLAX,Los Angeles,los_angeles,2025-10-04,22.0,Saturday,10.0,2025.0,ARRIVAL,United,Boeing 737-900 (739) Layout 1,20,0,20,3696.94,KIAD,KLAX
KLAX,Los Angeles,los_angeles,2025-10-04,23.0,Saturday,10.0,2025.0,ARRIVAL,Delta,Boeing 737-800 (73H),16,0,16,3511.99,MMUN,KLAX
KLAX,Los Angeles,los_angeles,2025-10-04,22.0,Saturday,10.0,2025.0,ARRIVAL,American Airlines,Airbus A321 (321) Layout 1,16,0,16,4052.46,KJFK,KLAX
KLAX,Los Angeles,los_angeles,2025-10-04,22.0,Saturday,10.0,2025.0,ARRIVAL,Delta,Airbus A321 (321) Layout 1,20,0,20,3278.68,KDTW,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,0.0,Sunday,10.0,2025.0,ARRIVAL,American Airlines,Bombardier CRJ-700 (CR7) Layout 1,9,0,9,1921.53,KOKC,KLAX
KLAX,Los Angeles,los_angeles,2025-10-05,1.0,Sunday,10.0,2025.0,ARRIVAL,Delta,Boeing 737-900ER (739),20,0,20,1663.4,KSEA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-04,23.0,Saturday,10.0,2025.0,ARRIVAL,American Airlines,Embraer ERJ-175 (E75) Layout 1,12,0,12,2229.96,KOMA,KLAX
KLAX,Los Angeles,los_angeles,2025-10-04,22.0,Saturday,10.0,2025.0,ARRIVAL,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2912.2,KORD,KLAX
