zipcode,city_key,power_establishments,power_employment,power_revenue_M,total_establishments,total_employment,power_emp_pct,power_estab_pct
42127,other,40.0,145,50.75,90,883,16.421291053227634,44.44444444444444
42129,other,47.0,209,73.15,87,955,21.8848167539267,54.02298850574713
42133,other,0.0,0,0.0,24,415,0.0,0.0
42134,other,240.0,1443,505.05,363,8157,17.690327326222878,66.11570247933885
42140,other,0.0,0,0.0,20,198,0.0,0.0
42141,other,533.0,2096,733.6,655,10879,19.26647669822594,81.37404580152672
42154,other,0.0,0,0.0,4,7,0.0,0.0
42156,other,0.0,0,0.0,4,9,0.0,0.0
42157,other,0.0,0,0.0,4,18,0.0,0.0
42159,other,0.0,0,0.0,8,245,0.0,0.0
42160,other,0.0,0,0.0,25,288,0.0,0.0
42164,other,179.0,763,267.05,231,3435,22.212518195050947,77.48917748917748
42166,other,0.0,0,0.0,21,267,0.0,0.0
42167,other,125.0,463,162.05,161,2069,22.37796036732721,77.63975155279503
42170,other,0.0,0,0.0,19,273,0.0,0.0
42171,other,49.0,167,58.45,84,800,20.875,58.333333333333336
42202,other,0.0,0,0.0,17,40,0.0,0.0
42204,other,0.0,0,0.0,7,57,0.0,0.0
42206,other,0.0,0,0.0,75,721,0.0,0.0
42207,other,0.0,0,0.0,5,10,0.0,0.0
42210,other,40.0,100,35.0,59,436,22.93577981651376,67.79661016949152
42211,other,117.0,339,118.65,213,2012,16.84890656063618,54.929577464788736
42214,other,0.0,0,0.0,7,16,0.0,0.0
42215,other,0.0,0,0.0,9,56,0.0,0.0
42217,other,0.0,0,0.0,43,273,0.0,0.0
42220,other,64.0,184,64.4,119,931,19.763694951664874,53.78151260504202
42223,other,150.0,1999,699.65,84,3292,60.722964763061974,178.57142857142858
42232,other,0.0,0,0.0,4,16,0.0,0.0
42234,other,6.0,24,8.4,46,394,6.091370558375635,13.043478260869565
42236,other,0.0,0,0.0,9,41,0.0,0.0
42240,other,905.0,3973,1390.55,930,17977,22.100461701062468,97.31182795698925
42254,other,0.0,0,0.0,3,4,0.0,0.0
42256,other,0.0,0,0.0,36,237,0.0,0.0
42259,other,0.0,0,0.0,7,65,0.0,0.0
42261,other,78.0,295,103.25,165,1888,15.625,47.27272727272727
42262,other,70.0,267,93.45,121,1683,15.86452762923351,57.85123966942148
42265,other,0.0,0,0.0,6,13,0.0,0.0
42266,other,0.0,0,0.0,35,218,0.0,0.0
42273,other,0.0,0,0.0,4,19,0.0,0.0
42274,other,10.0,23,8.05,23,92,25.0,43.47826086956522
42275,other,0.0,0,0.0,5,5,0.0,0.0
42276,other,268.0,1198,419.3,346,6016,19.913563829787233,77.45664739884393
42280,other,0.0,0,0.0,4,36,0.0,0.0
42285,other,0.0,0,0.0,4,27,0.0,0.0
42286,other,0.0,0,0.0,15,80,0.0,0.0
42301,other,1142.0,5226,1829.1,1031,21157,24.701044571536606,110.7662463627546
42303,other,1134.0,4277,1496.95,1124,19092,22.402053216006703,100.88967971530249
42320,other,76.0,567,198.45,154,3617,15.675974564556261,49.35064935064935
42323,other,0.0,0,0.0,18,140,0.0,0.0
42324,other,0.0,0,0.0,5,30,0.0,0.0
42325,other,0.0,0,0.0,18,93,0.0,0.0
42327,other,25.0,58,20.3,74,457,12.691466083150985,33.78378378378378
42328,other,0.0,0,0.0,12,392,0.0,0.0
42330,other,128.0,389,136.15,200,1956,19.88752556237219,64.0
42333,other,0.0,0,0.0,15,1145,0.0,0.0
42337,other,0.0,0,0.0,13,354,0.0,0.0
42338,other,0.0,0,0.0,3,9,0.0,0.0
42339,other,0.0,0,0.0,3,23,0.0,0.0
42343,other,0.0,0,0.0,29,362,0.0,0.0
42344,other,0.0,0,0.0,9,209,0.0,0.0
42345,other,102.0,311,108.85,190,2071,15.016900048285853,53.68421052631579
42347,other,84.0,300,105.0,115,1150,26.08695652173913,73.04347826086956
42348,other,29.0,364,127.4,74,1937,18.79194630872483,39.189189189189186
42349,other,0.0,0,0.0,4,41,0.0,0.0
42350,other,0.0,0,0.0,13,70,0.0,0.0
42351,other,15.0,233,81.55,59,1678,13.885578069129917,25.423728813559322
42352,other,0.0,0,0.0,36,224,0.0,0.0
42354,other,0.0,0,0.0,4,20,0.0,0.0
42355,other,0.0,0,0.0,19,115,0.0,0.0
42361,other,0.0,0,0.0,5,36,0.0,0.0
42366,other,3.0,7,2.45,70,453,1.545253863134658,4.285714285714286
42367,other,6.0,21,7.35,42,483,4.3478260869565215,14.285714285714285
42368,other,0.0,0,0.0,4,8,0.0,0.0
42371,other,0.0,0,0.0,8,38,0.0,0.0
42372,other,0.0,0,0.0,32,166,0.0,0.0
42374,other,0.0,0,0.0,3,55,0.0,0.0
42376,other,0.0,0,0.0,55,236,0.0,0.0
42378,other,0.0,0,0.0,42,242,0.0,0.0
42404,other,0.0,0,0.0,32,325,0.0,0.0
42406,other,0.0,0,0.0,38,276,0.0,0.0
42408,other,8.0,49,17.15,58,828,5.917874396135265,13.793103448275861
42409,other,3.0,9,3.15,39,270,3.3333333333333335,7.6923076923076925
42410,other,0.0,0,0.0,24,237,0.0,0.0
42411,other,0.0,0,0.0,23,159,0.0,0.0
42413,other,0.0,0,0.0,31,1480,0.0,0.0
42420,other,938.0,3048,1066.8,865,12286,24.808725378479572,108.4393063583815
42431,other,656.0,2444,855.4,709,11097,22.023970442461927,92.524682651622
42436,other,0.0,0,0.0,3,11,0.0,0.0
42437,other,93.0,453,158.55,157,2217,20.43301759133965,59.23566878980891
42440,other,0.0,0,0.0,7,87,0.0,0.0
42441,other,0.0,0,0.0,9,48,0.0,0.0
42442,other,0.0,0,0.0,30,136,0.0,0.0
42444,other,0.0,0,0.0,3,13,0.0,0.0
42445,other,171.0,631,220.85,248,3384,18.64657210401891,68.95161290322581
42450,other,33.0,105,36.75,64,491,21.384928716904277,51.5625
42451,other,0.0,0,0.0,3,5,0.0,0.0
42452,other,0.0,0,0.0,27,2617,0.0,0.0
42453,other,0.0,0,0.0,6,18,0.0,0.0
42455,other,15.0,64,22.4,58,546,11.72161172161172,25.862068965517242
42456,other,0.0,0,0.0,13,98,0.0,0.0
42458,other,0.0,0,0.0,11,64,0.0,0.0
42459,other,3.0,8,2.8,57,446,1.7937219730941705,5.263157894736842
42461,other,0.0,0,0.0,25,519,0.0,0.0
42462,other,0.0,0,0.0,16,775,0.0,0.0
42464,other,0.0,0,0.0,15,75,0.0,0.0
42501,other,845.0,2951,1032.85,700,10469,28.187983570541597,120.71428571428571
42503,other,253.0,1011,353.85,477,7505,13.471019320453031,53.03983228511531
42518,other,18.0,79,27.65,33,262,30.15267175572519,54.54545454545454
42519,other,0.0,0,0.0,31,436,0.0,0.0
42528,other,12.0,541,189.35,21,903,59.91140642303433,57.14285714285714
42533,other,0.0,0,0.0,12,97,0.0,0.0
42539,other,81.0,260,91.0,176,1821,14.277869302581001,46.02272727272727
42541,other,0.0,0,0.0,6,92,0.0,0.0
42544,other,0.0,0,0.0,53,233,0.0,0.0
42553,other,0.0,0,0.0,47,276,0.0,0.0
42565,other,0.0,0,0.0,7,40,0.0,0.0
42566,other,0.0,0,0.0,6,14,0.0,0.0
42567,other,0.0,0,0.0,55,380,0.0,0.0
42602,other,98.0,483,169.05,171,2706,17.849223946784925,57.30994152046783
42629,other,75.0,183,64.05,80,532,34.3984962406015,93.75
42633,other,210.0,930,325.5,269,4310,21.57772621809745,78.06691449814126
42634,other,0.0,0,0.0,5,25,0.0,0.0
42635,other,0.0,0,0.0,26,257,0.0,0.0
42642,other,121.0,524,183.4,258,3886,13.484302624806999,46.89922480620155
42647,other,0.0,0,0.0,27,509,0.0,0.0
42649,other,0.0,0,0.0,6,8,0.0,0.0
42653,other,57.0,162,56.7,88,790,20.506329113924053,64.77272727272727
42701,other,1598.0,6452,2258.2,1521,28511,22.62986215846515,105.06245890861277
42712,other,0.0,0,0.0,14,51,0.0,0.0
42713,other,0.0,0,0.0,16,137,0.0,0.0
42715,other,0.0,0,0.0,3,22,0.0,0.0
42716,other,0.0,0,0.0,14,38,0.0,0.0
42717,other,58.0,219,76.65,99,926,23.65010799136069,58.58585858585859
42718,other,556.0,2339,818.65,592,10198,22.935869778387918,93.91891891891892
42721,other,0.0,0,0.0,41,284,0.0,0.0
42722,other,0.0,0,0.0,6,29,0.0,0.0
42724,other,0.0,0,0.0,49,401,0.0,0.0
42726,other,3.0,8,2.8,55,357,2.2408963585434174,5.454545454545454
42728,other,209.0,703,246.05,303,3838,18.316831683168317,68.97689768976898
42729,other,0.0,0,0.0,14,55,0.0,0.0
42732,other,0.0,0,0.0,12,42,0.0,0.0
42733,other,0.0,0,0.0,8,18,0.0,0.0
42740,other,0.0,0,0.0,36,351,0.0,0.0
42743,other,88.0,209,73.15,148,1166,17.92452830188679,59.45945945945946
42746,other,0.0,0,0.0,4,7,0.0,0.0
42748,other,119.0,369,129.15,149,1578,23.38403041825095,79.86577181208054
42749,other,31.0,475,166.25,83,2793,17.006802721088434,37.34939759036144
42753,other,0.0,0,0.0,3,13,0.0,0.0
42754,other,193.0,927,324.45,299,5265,17.60683760683761,64.54849498327759
42757,other,0.0,0,0.0,21,132,0.0,0.0
42759,other,0.0,0,0.0,3,86,0.0,0.0
42762,other,0.0,0,0.0,5,60,0.0,0.0
42764,other,0.0,0,0.0,3,13,0.0,0.0
42765,other,82.0,146,51.1,133,834,17.505995203836928,61.65413533834586
42776,other,0.0,0,0.0,33,290,0.0,0.0
42782,other,0.0,0,0.0,9,21,0.0,0.0
42784,other,0.0,0,0.0,26,159,0.0,0.0
42788,other,0.0,0,0.0,3,13,0.0,0.0
43001,other,44.0,108,37.8,60,347,31.12391930835735,73.33333333333333
43002,other,0.0,0,0.0,4,18,0.0,0.0
43003,other,26.0,57,19.95,39,171,33.33333333333333,66.66666666666666
43004,other,366.0,1148,401.8,282,3140,36.560509554140125,129.7872340425532
43005,other,0.0,0,0.0,7,26,0.0,0.0
43006,other,0.0,0,0.0,13,56,0.0,0.0
43008,other,17.0,69,24.15,46,419,16.467780429594274,36.95652173913043
43009,other,0.0,0,0.0,10,28,0.0,0.0
43010,other,0.0,0,0.0,5,163,0.0,0.0
43011,other,51.0,109,38.15,131,893,12.206047032474803,38.93129770992366
43013,other,0.0,0,0.0,20,94,0.0,0.0
43014,other,0.0,0,0.0,61,353,0.0,0.0
43015,other,1220.0,4915,1720.25,1057,18752,26.210537542662117,115.42100283822138
43016,other,1761.0,7544,2640.4,1023,19819,38.064483576366115,172.14076246334312
43017,other,3947.0,17952,6283.2,1733,37355,48.05782358452684,227.75533756491635
43018,other,0.0,0,0.0,15,140,0.0,0.0
43019,other,23.0,147,51.45,109,1735,8.472622478386167,21.100917431192663
43021,other,238.0,296,103.6,207,921,32.13897937024973,114.97584541062803
43022,other,6.0,145,50.75,38,1574,9.212198221092757,15.789473684210526
43023,other,483.0,2017,705.95,324,5189,38.87068799383311,149.07407407407408
43025,other,74.0,758,265.3,148,4552,16.65202108963093,50.0
43026,other,1894.0,6160,2156.0,1398,20937,29.421598127716482,135.47925608011445
43027,other,0.0,0,0.0,5,24,0.0,0.0
43028,other,12.0,47,16.45,45,294,15.98639455782313,26.666666666666668
43029,other,0.0,0,0.0,10,77,0.0,0.0
43030,other,0.0,0,0.0,7,97,0.0,0.0
43031,other,175.0,553,193.55,252,2881,19.194724054147866,69.44444444444444
43033,other,0.0,0,0.0,5,14,0.0,0.0
43035,other,844.0,2662,931.7,651,8465,31.447135262847013,129.64669738863287
43037,other,0.0,0,0.0,10,67,0.0,0.0
43040,other,746.0,5828,2039.8,635,20971,27.790758666730248,117.48031496062991
43044,other,27.0,68,23.8,65,370,18.37837837837838,41.53846153846154
43045,other,6.0,25,8.75,22,142,17.6056338028169,27.27272727272727
43046,other,14.0,143,50.05,61,1198,11.936560934891485,22.950819672131146
43050,other,627.0,2854,998.9,690,13203,21.616299325910777,90.8695652173913
43054,other,1332.0,8826,3089.1,660,18660,47.29903536977492,201.8181818181818
43055,other,1072.0,4084,1429.4,1061,18100,22.56353591160221,101.03675777568333
43056,other,382.0,1734,606.9,433,7809,22.205147906262006,88.2217090069284
43060,other,0.0,0,0.0,21,85,0.0,0.0
43061,other,41.0,73,25.55,65,247,29.554655870445345,63.07692307692307
43062,other,407.0,2170,759.5,437,9599,22.60652151265757,93.13501144164759
43064,other,375.0,1219,426.65,471,6037,20.192148418088454,79.61783439490446
43065,other,1752.0,3310,1158.5,1003,8665,38.199653779573,174.67597208374875
43066,other,0.0,0,0.0,27,261,0.0,0.0
43067,other,6.0,293,102.55,19,1858,15.769644779332614,31.57894736842105
43068,other,1186.0,5767,2018.45,1050,23162,24.8985407132372,112.95238095238096
43070,other,0.0,0,0.0,7,87,0.0,0.0
43071,other,0.0,0,0.0,34,260,0.0,0.0
43072,other,14.0,124,43.4,67,1156,10.726643598615917,20.8955223880597
43074,other,299.0,870,304.5,388,4479,19.42397856664434,77.0618556701031
43076,other,27.0,124,43.4,114,1436,8.635097493036211,23.684210526315788
43078,other,335.0,1648,576.8,375,6967,23.654370604277307,89.33333333333333
43080,other,15.0,58,20.3,66,563,10.301953818827709,22.727272727272727
43081,other,2019.0,8375,2931.25,1359,26104,32.083205638982534,148.56512141280353
43082,other,1738.0,8435,2952.25,903,19486,43.287488453248486,192.46954595791806
43084,other,0.0,0,0.0,8,69,0.0,0.0
43085,other,1831.0,7679,2687.65,985,18405,41.72235805487639,185.88832487309645
43101,other,0.0,0,0.0,3,11,0.0,0.0
43102,other,8.0,28,9.8,58,495,5.656565656565657,13.793103448275861
43103,other,47.0,146,51.1,121,1166,12.521440823327614,38.84297520661157
43105,other,39.0,70,24.5,132,737,9.49796472184532,29.545454545454547
43106,other,0.0,0,0.0,18,162,0.0,0.0
43107,other,0.0,0,0.0,49,638,0.0,0.0
43109,other,0.0,0,0.0,13,103,0.0,0.0
43110,other,510.0,1914,669.9,549,8403,22.777579435915747,92.89617486338798
43111,other,0.0,0,0.0,3,9,0.0,0.0
43112,other,30.0,103,36.05,118,1261,8.16812053925456,25.423728813559322
43113,other,433.0,1729,605.15,509,8109,21.32198791466272,85.0687622789784
43115,other,0.0,0,0.0,10,85,0.0,0.0
43116,other,0.0,0,0.0,23,138,0.0,0.0
44904,other,145.0,698,244.3,190,2874,24.28670842032011,76.31578947368422
44905,other,82.0,254,88.9,227,2440,10.40983606557377,36.12334801762114
44906,other,396.0,1722,602.7,596,10946,15.731774164078201,66.44295302013423
44907,other,417.0,1140,399.0,342,3742,30.464991982896844,121.9298245614035
45001,other,0.0,0,0.0,17,238,0.0,0.0
45002,other,67.0,226,79.1,223,2604,8.678955453149001,30.04484304932735
45003,other,0.0,0,0.0,9,113,0.0,0.0
45005,other,365.0,1833,641.55,505,10087,18.171904431446418,72.27722772277228
45011,other,1121.0,4618,1616.3,1142,20858,22.140186019752615,98.16112084063047
45013,other,459.0,1265,442.75,646,7600,16.644736842105264,71.05263157894737
45014,other,1057.0,6214,2174.9,1142,30044,20.682998269205164,92.55691768826621
45015,other,67.0,423,148.05,174,3349,12.630636010749477,38.50574712643678
45030,other,392.0,1719,601.65,459,8080,21.274752475247524,85.40305010893246
45032,other,0.0,0,0.0,5,39,0.0,0.0
45033,other,0.0,0,0.0,6,63,0.0,0.0
45034,other,17.0,1299,454.65,23,1758,73.89078498293516,73.91304347826086
45036,other,903.0,3882,1358.7,775,14056,27.618099032441663,116.51612903225808
45039,other,345.0,780,273.0,328,3032,25.725593667546175,105.18292682926828
45040,other,2471.0,12733,4456.55,1488,35285,36.08615559019414,166.06182795698925
45041,other,0.0,0,0.0,33,345,0.0,0.0
45042,other,237.0,641,224.35,358,3592,17.84521158129176,66.20111731843575
45044,other,708.0,3553,1243.55,776,16661,21.32525058519897,91.23711340206185
45050,other,451.0,2305,806.75,389,8001,28.808898887639046,115.93830334190231
45051,other,0.0,0,0.0,3,341,0.0,0.0
45052,other,13.0,55,19.25,71,587,9.369676320272573,18.30985915492958
45053,other,0.0,0,0.0,38,1142,0.0,0.0
45054,other,11.0,94,32.9,36,601,15.640599001663894,30.555555555555557
45055,other,0.0,0,0.0,5,57,0.0,0.0
45056,other,338.0,1134,396.9,360,4952,22.89983844911147,93.88888888888889
45062,other,0.0,0,0.0,6,117,0.0,0.0
43119,other,129.0,282,98.7,200,1582,17.825537294563844,64.5
43123,other,1043.0,4616,1615.6,1202,23893,19.319465952370987,86.7720465890183
43125,other,199.0,2342,819.7,353,16305,14.363692118981907,56.37393767705382
43126,other,0.0,0,0.0,4,131,0.0,0.0
43128,other,0.0,0,0.0,101,1465,0.0,0.0
43130,other,1199.0,4247,1486.45,1237,19843,21.40301365720909,96.928051738076
43135,other,12.0,35,12.25,52,305,11.475409836065573,23.076923076923077
43136,other,0.0,0,0.0,30,146,0.0,0.0
43137,other,18.0,193,67.55,103,3701,5.214806808970549,17.475728155339805
43138,other,285.0,922,322.7,384,4839,19.053523455259352,74.21875
43140,other,237.0,1251,437.85,334,6769,18.481311862904416,70.95808383233533
43143,other,30.0,217,75.95,73,980,22.142857142857142,41.0958904109589
43144,other,0.0,0,0.0,3,6,0.0,0.0
43145,other,0.0,0,0.0,16,118,0.0,0.0
43146,other,23.0,35,12.25,89,410,8.536585365853659,25.842696629213485
43147,other,988.0,2123,743.05,723,6849,30.99722587239013,136.65283540802213
43148,other,0.0,0,0.0,23,213,0.0,0.0
43149,other,0.0,0,0.0,39,188,0.0,0.0
43150,other,27.0,97,33.95,24,144,67.36111111111111,112.5
43151,other,0.0,0,0.0,6,20,0.0,0.0
43152,other,0.0,0,0.0,14,71,0.0,0.0
43153,other,0.0,0,0.0,6,16,0.0,0.0
43154,other,6.0,11,3.85,33,184,5.978260869565218,18.181818181818183
43155,other,0.0,0,0.0,31,184,0.0,0.0
43156,other,0.0,0,0.0,3,33,0.0,0.0
43157,other,0.0,0,0.0,4,15,0.0,0.0
43160,other,342.0,1576,551.6,419,7615,20.695994747209458,81.62291169451073
43235,other,2155.0,7077,2476.95,1151,17282,40.95012151371369,187.22849695916594
43240,other,760.0,6203,2171.05,648,23686,26.18846576036477,117.28395061728396
43302,other,807.0,3835,1342.25,927,19304,19.866348943224203,87.05501618122977
43310,other,3.0,11,3.85,35,131,8.396946564885496,8.571428571428571
43311,other,417.0,1525,533.75,451,6513,23.41470904345156,92.46119733924611
43314,other,0.0,0,0.0,32,406,0.0,0.0
43315,other,23.0,100,35.0,77,891,11.22334455667789,29.87012987012987
43316,other,21.0,211,73.85,95,2647,7.9712882508500185,22.105263157894736
43317,other,0.0,0,0.0,5,34,0.0,0.0
43318,other,10.0,32,11.2,30,129,24.8062015503876,33.33333333333333
43319,other,39.0,4314,1509.9,32,5863,73.58007845812725,121.875
43320,other,0.0,0,0.0,13,70,0.0,0.0
43322,other,0.0,0,0.0,7,43,0.0,0.0
43323,other,0.0,0,0.0,7,19,0.0,0.0
43324,other,0.0,0,0.0,39,308,0.0,0.0
43325,other,0.0,0,0.0,8,90,0.0,0.0
43326,other,181.0,621,217.35,249,3157,19.670573329109914,72.69076305220884
43330,other,0.0,0,0.0,4,16,0.0,0.0
43331,other,24.0,85,29.75,57,448,18.973214285714285,42.10526315789473
43332,other,0.0,0,0.0,16,57,0.0,0.0
43333,other,0.0,0,0.0,7,71,0.0,0.0
43334,other,19.0,55,19.25,92,767,7.170795306388526,20.652173913043477
43336,other,0.0,0,0.0,3,15,0.0,0.0
43337,other,0.0,0,0.0,8,125,0.0,0.0
43338,other,136.0,380,133.0,180,1613,23.558586484810913,75.55555555555556
43340,other,0.0,0,0.0,11,45,0.0,0.0
43341,other,0.0,0,0.0,3,9,0.0,0.0
43342,other,0.0,0,0.0,38,191,0.0,0.0
43343,other,0.0,0,0.0,14,42,0.0,0.0
45207,other,25.0,493,172.55,90,4579,10.766542913299846,27.77777777777778
45208,other,862.0,1849,647.15,528,4834,38.2498965659909,163.25757575757575
45209,other,746.0,3910,1368.5,502,10986,35.59075186601129,148.60557768924303
45211,other,539.0,1749,612.15,566,7847,22.288772779406145,95.22968197879858
45212,other,358.0,1950,682.5,423,8846,22.043861632376217,84.63356973995272
45213,other,157.0,677,236.95,206,3067,22.07368764264754,76.2135922330097
45214,other,136.0,908,317.8,228,4790,18.95615866388309,59.64912280701754
45215,other,691.0,3864,1352.4,802,18953,20.387273782514644,86.15960099750623
45216,other,42.0,342,119.7,170,4049,8.446530007409237,24.705882352941178
45217,other,66.0,554,193.9,135,3192,17.355889724310778,48.888888888888886
45218,other,0.0,0,0.0,32,205,0.0,0.0
45219,other,193.0,2677,936.95,347,20049,13.3522868971021,55.61959654178674
45220,other,162.0,2177,761.95,178,8644,25.1850994909764,91.01123595505618
45223,other,97.0,411,143.85,239,3164,12.989886219974716,40.58577405857741
45224,other,125.0,948,331.8,215,6038,15.70056310036436,58.139534883720934
45225,other,19.0,112,39.2,131,2142,5.228758169934641,14.50381679389313
45226,other,410.0,2351,822.85,300,5964,39.419852448021466,136.66666666666666
45227,other,670.0,5030,1760.5,545,16444,30.588664558501584,122.93577981651376
45229,other,111.0,2699,944.65,216,17876,15.098456030431864,51.388888888888886
45230,other,753.0,1956,684.6,429,4565,42.847754654983575,175.52447552447552
45231,other,391.0,1188,415.8,568,7447,15.952732644017726,68.83802816901408
45232,other,72.0,721,252.35,148,4439,16.2423969362469,48.64864864864865
45233,other,81.0,425,148.75,195,3242,13.10919185687847,41.53846153846154
45236,other,1511.0,6231,2180.85,973,18341,33.97306580884357,155.2929085303186
45237,other,215.0,5054,1768.9,398,36274,13.932844461597838,54.020100502512555
45238,other,494.0,1490,521.5,537,6835,21.799561082662766,91.9925512104283
45239,other,365.0,1153,403.55,402,5182,22.250096487842534,90.79601990049751
45240,other,293.0,1426,499.1,411,7934,17.9732795563398,71.28953771289538
45241,other,1716.0,10629,3720.15,1297,36145,29.406556923502556,132.3053199691596
45242,other,2969.0,16856,5899.6,1691,44744,37.6720901126408,175.5765819041987
45243,other,534.0,1247,436.45,332,2970,41.986531986531986,160.84337349397592
45244,other,689.0,1886,660.1,499,5446,34.63092177745134,138.07615230460922
45245,other,650.0,2990,1046.5,573,11139,26.842625011221834,113.43804537521815
45246,other,1158.0,6579,2302.65,1132,28613,22.993045119351343,102.29681978798585
45247,other,560.0,1484,519.4,497,5567,26.657086402011853,112.67605633802818
45248,other,444.0,1389,486.15,342,4264,32.575046904315194,129.82456140350877
45249,other,1201.0,7280,2548.0,707,18587,39.16715984290095,169.87270155586987
45251,other,253.0,1338,468.3,391,8335,16.052789442111578,64.70588235294117
45252,other,13.0,56,19.6,61,657,8.52359208523592,21.311475409836063
45255,other,718.0,2349,822.15,569,7971,29.469326307866012,126.18629173989456
45267,other,0.0,0,0.0,5,32,0.0,0.0
45301,other,6.0,180,63.0,8,180,100.0,75.0
45302,other,31.0,521,182.35,83,3634,14.336818932306,37.34939759036144
45303,other,3.0,11,3.85,35,266,4.135338345864661,8.571428571428571
45304,other,32.0,59,20.65,123,682,8.651026392961878,26.01626016260163
45305,other,171.0,293,102.55,178,1078,27.17996289424861,96.06741573033707
45306,other,22.0,134,46.9,61,788,17.00507614213198,36.0655737704918
45307,other,0.0,0,0.0,3,7,0.0,0.0
45308,other,12.0,53,18.55,58,645,8.217054263565892,20.689655172413794
45309,other,137.0,480,168.0,210,2705,17.744916820702404,65.23809523809524
45310,other,0.0,0,0.0,10,92,0.0,0.0
45311,other,8.0,37,12.95,70,556,6.654676258992806,11.428571428571429
45312,other,0.0,0,0.0,14,41,0.0,0.0
45314,other,12.0,260,91.0,51,2342,11.101622544833475,23.52941176470588
45315,other,66.0,405,141.75,147,2519,16.07780865422787,44.89795918367347
45316,other,0.0,0,0.0,4,27,0.0,0.0
45317,other,0.0,0,0.0,7,65,0.0,0.0
45318,other,36.0,121,42.35,133,1303,9.28626247122026,27.06766917293233
45319,other,0.0,0,0.0,5,24,0.0,0.0
45320,other,252.0,1314,459.9,327,6164,21.317326411421156,77.06422018348624
45321,other,0.0,0,0.0,5,61,0.0,0.0
45322,other,288.0,899,314.65,310,3833,23.454213409861726,92.90322580645162
45323,other,18.0,326,114.1,62,2665,12.232645403377111,29.03225806451613
45324,other,708.0,2998,1049.3,598,10803,27.751550495232806,118.39464882943145
45325,other,14.0,39,13.65,40,187,20.855614973262032,35.0
45326,other,0.0,0,0.0,19,90,0.0,0.0
45327,other,77.0,230,80.5,130,1090,21.100917431192663,59.23076923076923
45328,other,0.0,0,0.0,9,165,0.0,0.0
45330,other,0.0,0,0.0,13,73,0.0,0.0
45331,other,506.0,2166,758.1,591,10169,21.3000295014259,85.6175972927242
45332,other,0.0,0,0.0,10,54,0.0,0.0
45333,other,0.0,0,0.0,11,62,0.0,0.0
45334,other,11.0,362,126.7,40,2408,15.033222591362128,27.500000000000004
45335,other,17.0,62,21.7,74,674,9.198813056379821,22.972972972972975
45336,other,0.0,0,0.0,4,51,0.0,0.0
45337,other,0.0,0,0.0,23,161,0.0,0.0
45338,other,31.0,183,64.05,92,1442,12.690707350901526,33.69565217391305
45339,other,0.0,0,0.0,13,69,0.0,0.0
45340,other,0.0,0,0.0,8,57,0.0,0.0
45341,other,0.0,0,0.0,43,1563,0.0,0.0
45342,other,1040.0,7228,2529.8,785,23353,30.951055538902928,132.484076433121
45344,other,91.0,291,101.85,227,2464,11.810064935064934,40.08810572687225
45345,other,6.0,22,7.7,63,545,4.036697247706423,9.523809523809524
45346,other,0.0,0,0.0,38,270,0.0,0.0
45347,other,0.0,0,0.0,60,635,0.0,0.0
45348,other,0.0,0,0.0,16,85,0.0,0.0
45349,other,0.0,0,0.0,5,35,0.0,0.0
45350,other,0.0,0,0.0,7,108,0.0,0.0
45351,other,0.0,0,0.0,8,204,0.0,0.0
45352,other,0.0,0,0.0,5,16,0.0,0.0
43344,other,28.0,74,25.9,62,397,18.639798488664987,45.16129032258064
43345,other,0.0,0,0.0,4,14,0.0,0.0
43347,other,0.0,0,0.0,9,39,0.0,0.0
43348,other,29.0,311,108.85,46,1419,21.916842847075404,63.04347826086957
43351,other,201.0,1021,357.35,313,5754,17.744177963156066,64.21725239616613
43356,other,0.0,0,0.0,27,186,0.0,0.0
43357,other,20.0,76,26.6,84,753,10.092961487383798,23.809523809523807
43358,other,0.0,0,0.0,23,95,0.0,0.0
43359,other,0.0,0,0.0,5,23,0.0,0.0
43360,other,10.0,74,25.9,17,274,27.00729927007299,58.82352941176471
43402,other,688.0,2956,1034.6,700,12703,23.270093678658586,98.28571428571429
43403,other,0.0,0,0.0,24,523,0.0,0.0
43406,other,0.0,0,0.0,17,132,0.0,0.0
43407,other,0.0,0,0.0,7,38,0.0,0.0
43410,other,88.0,836,292.6,191,6229,13.421094878792744,46.07329842931937
43412,other,18.0,68,23.8,45,220,30.909090909090907,40.0
43413,other,0.0,0,0.0,22,161,0.0,0.0
43416,other,4.0,38,13.3,48,838,4.534606205250596,8.333333333333332
43420,other,628.0,2364,827.4,764,12125,19.496907216494847,82.19895287958116
43430,other,30.0,189,66.15,82,1094,17.276051188299817,36.58536585365854
43431,other,12.0,51,17.85,69,634,8.04416403785489,17.391304347826086
43432,other,0.0,0,0.0,16,57,0.0,0.0
43433,other,0.0,0,0.0,3,291,0.0,0.0
43435,other,0.0,0,0.0,17,82,0.0,0.0
45404,other,42.0,415,145.25,348,12596,3.2946967291203553,12.068965517241379
45405,other,123.0,671,234.85,198,3740,17.941176470588236,62.121212121212125
45406,other,104.0,313,109.55,176,1880,16.648936170212767,59.09090909090909
45409,other,238.0,1217,425.95,279,5547,21.939787272399496,85.30465949820788
45410,other,73.0,261,91.35,159,1798,14.516129032258066,45.911949685534594
45414,other,559.0,2448,856.8,814,15294,16.00627697136132,68.67321867321867
45415,other,191.0,744,260.4,289,4562,16.308636562911005,66.08996539792388
