city_key,city_name,num_zips,total_establishments,total_employment,total_payroll,estimated_revenue,power_employment,power_employment_share,power_revenue,power_revenue_share,avg_firm_size,avg_payroll_per_emp,mean_corp_power_index,median_corp_power_index,mean_wealth_score,median_wealth_score,corp_wealth_corr,total_hh200k,total_population,entertainment_employment,entertainment_employment_share
new_york,New York,132,140739,2134259,129633131017,657817160000,850887,39.86802913798185,323701690000,49.208459384063495,15.164659404997904,60739.17505654187,40.13283126234884,35.49770934539272,14.572165964350296,12.386045812319246,0.6387276639801929,476222.0,2742799.0,348678,16.33719244009279
los_angeles,Los Angeles,46,47112,714923,42988728519,212854970000,258122,36.10486723745075,94931550000,44.59917003582298,15.174966038376635,60130.571430769465,38.85368287751993,38.01173688981757,13.362628385430988,12.781609768311949,0.16467988777627277,169722.0,1230158.0,116824,16.340780755410023
houston,Houston,28,31555,478253,28616797305,143350860000,159905,33.43523197972621,59768230000,41.693666853481034,15.156171763587388,59836.106213656785,37.26847888608559,33.124081315672385,13.104540091004333,11.453208435239361,0.2887329298943721,117330.0,1055239.0,53584,11.204111631291386
san_francisco,San Francisco,23,30107,455698,28038402558,136441000000,153867,33.76512514867302,56451350000,41.37418371310677,15.135948450526456,61528.47402885244,40.6230274513933,38.51533382690264,11.499209443349368,11.10817783829189,-0.37502037210474015,112183.0,551043.0,64094,14.065016743545067
chicago,Chicago,20,23315,352995,20893817572,104530560000,113182,32.063343673423134,42196900000,40.368003385804116,15.14025305597255,59190.12329353107,38.5482920391295,37.44947855815376,13.747768054850019,13.666567499754445,0.10505459253617405,92187.0,586886.0,35047,9.928469241773962
dallas,Dallas,17,15892,241420,14551737407,72290970000,79325,32.857675420429125,29999480000,41.498239683324215,15.191291215706016,60275.608512136525,35.60239358976341,34.78324987497139,12.872795764446458,11.11098595193952,0.4032823083760854,61850.0,482885.0,26313,10.899262695717008
miami,Miami,6,2857,43930,2611713644,13113300000,13418,30.54404734805372,5143110000,39.22056232984833,15.376268813440673,59451.71053949465,33.84895085468586,29.753010629986562,12.672359730018707,11.8605285840212,0.8003680158236703,10846.0,92592.0,4168,9.487821534259048
